NUMTAR;DOCFEC;DOCSER;DOCNUM;DESTAR;IMPOBRA;IMPMAT
01;22/03/2010;11;000049;MATERIAL ORIGINAL ;0;5015,52
01;22/03/2010;11;000050;MATERIAL NO ORIGINAL AMERICANO;0;3197,75
01;24/03/2010;11;000051;MATERIAL REPARACION CARRETILLA;0;586,75
01;05/04/2010;11;000052;PRESUPUESTO MOTOR ;0;27082,9
01;06/04/2010;11;000053;PRESUPUESTO DE INSTALACION DE GRABADOR Y 3 CÁMARAS (2 INFRAROJAS DE VISION NOCTURNA Y UNA APORTADA POR EL CLIENTE) PARA EL CONTROL DE BÁSCULA Y ACCESOS;336;1611,98
01;06/04/2010;11;000054;PRESUPUESTO DE 3 CAMARAS (SIN GRABADOR - PANTALLA DE CLIENTE) PARA EL CONTROL DE ACCESOS Y BASCULA;336;973,28
01;06/04/2010;11;000055;PRESUPUESTO PRA INSTALACION DE GRABADOR Y  5 CAMARAS (1 APORTADA POR EL CLIENTE, 4 INFRAROJAS CON VISION NOCTURNA). PARTE DE INSTALACION CON CABLE Y PARTE INALAMBRICA. ;420;3297,53
01;08/04/2010;13;000004;PRESUPUESTO ARTICULACION;0;558,62
01;12/03/2010;11;000056;MATERIAL ESPEJO;0;77,6
01;08/04/2010;11;000057;REPARACION RUEDA GUIA DERECHA;672;0
01;08/04/2010;11;000058;PRESUPUESTO;0;1328,83
01;09/04/2010;11;000059;REPARACION RETEN CIGUENAL TRASERO;300;0
01;09/04/2010;11;000060;CASQUILLO Y RETENES;0;2262,48
01;14/04/2010;13;000005;Presupuesto;0;4083,98
01;14/04/2010;13;000006;Presupuesto;0;2134,64
01;15/04/2010;11;000061;PRESUPUESTO;0;145
01;15/04/2010;11;000062;PRESUPUESTO CULATA Y JUNTAS;0;1868,77
01;16/04/2010;13;000007;Presupuesto;0;475,9
01;12/04/2010;11;000063;MATERIAL FUERA PRESUPUESTO;0;2974,84
01;19/04/2010;11;000064;DESPLAZAMIENTO A PLANTA Y  CAMBIO DE 2000 H ;168;0
01;19/04/2010;11;000065;REPARACION DE MOTOR;2800;9350,45
01;20/04/2010;11;000066;PRESUPUESTO DE BATERIAS ;0;158,1
01;20/04/2010;11;000067;TENSOR CADENA MATERIAL;0;1442,73
01;20/04/2010;11;000068;MOTOR GENERADOR;0;104,64
01;20/04/2010;11;000069;PRESUOUESTO;0;916,26
01;21/04/2010;11;000070;MATERIAL KOMATSU;0;3101,07
01;22/04/2010;11;000071;COMPROBACION AVERIA L460BLC (11227);256;0
01;26/04/2010;11;000073;REPARACION BOMBA AGUA;60;443,49
01;28/04/2010;13;000008;PRESUPUESTO;0;114,48
01;29/04/2010;13;000009;PRESUPUESTO ;0;266,68
01;29/04/2010;13;000010;PRESUPUESTO;0;129,51
01;29/04/2010;13;000011;PRESUPUESTO TURBO INTERC. MOTOR 46295108;0;1292,94
01;03/05/2010;13;000012;PRESUPUESTO MOTOR DE ARRANQUE;0;3157
01;04/05/2010;11;000074;SACAR MOTOR DE MAQUINA ;2520;0
01;04/05/2010;13;000013;PRESUPUESTO MOTOR DE ARRANQUE;0;356
01;04/05/2010;13;000014;REPARACION DE TRANSMISION CON MATERIAL ORIGINAL;3220;1324,44
01;04/05/2010;13;000015;REPARACION DE TRANSMISION;3220;531,37
01;05/05/2010;13;000016;PRESUPUESTO ;0;551,65
01;05/05/2010;13;000017;PRESUPUESTO TAPON COMBUSTIBLE,HIDRAULICO,ETC;0;222,51
01;05/05/2010;13;000018;PRESUPUESTO MATERIAL STD. 428C;0;826,83
01;05/05/2010;13;000019;PRESUPUESTO MATERIAL CRIBADORA;0;863,47
01;05/05/2010;11;000075;REPARACION DE CRISTAL TRASERO;112;0
01;06/05/2010;11;000076;PRESUPUESTO PC1100 - SP6;0;280,48
01;07/05/2010;13;000020;presupuesto reparacion de motor;0;4015,7
01;10/05/2010;13;000021;PRESUPUESTO KIT EMPAQUETADURA BOTELLA ELEVACION;0;658,05
01;10/05/2010;13;000022;PRESUPUESTO CASQUILLOS ;0;660
01;12/05/2010;13;000023;PRESUPUESTO FILTROS Y CRISTAL;0;223,25
01;12/05/2010;11;000077;REPUESTOS PC 450-7K;0;3437,57
01;12/05/2010;11;000078;PRESUPUESTO KIT DE JUNTAS Y CASQUILLOS ;0;314,28
01;12/05/2010;13;000024;presupuesto turbo y cartucucho;0;2885,35
01;13/05/2010;13;000025;PRESUPUESTO CONJUNTO DE EMBRAGUE;0;986,4
01;13/05/2010;11;000079;PRESUPUESTO REPUESTOS VARIOS SK714-5 Nº SERIE 100309;0;801,1
01;14/05/2010;13;000026;PRESUPUESTO CRISTAL;0;191,57
01;14/05/2010;13;000027;PRESUPUESTO ORBITROL  DE WA 500-3;0;1799,9
01;17/05/2010;13;000028;PRESUPUESTO RESPIRADERO TANQUE HIDRAULICO;0;699,94
01;19/05/2010;11;000080;PRESUPUESTO MATERIAL VARIO BOBCAT MOD S130;0;673,7
01;19/05/2010;13;000029;PRESUPUESTO ECU ;160;3341,53
01;17/05/2010;11;000081;SUSTITUCION DE ELECTROVALVULA;0;839,11
01;20/05/2010;11;000082;PRESUPUESTO MATERIAL PC1100;2800;19113,1
01;24/05/2010;11;000083;ALTERNADOR;0;179,89
01;24/05/2010;11;000084;ALTERNADOR;0;240,36
01;25/05/2010;11;000085;Fallo en WA470-3;256;0
01;25/05/2010;11;000086;PRESUPUESTO SUSTITUCION DE TURBO;168;2111,91
01;25/05/2010;11;000087;Presupuesto sustitucion cartucho de turbo;196;0
01;25/05/2010;11;000088;ACUMULADOR, SENSOR Y ENFRIADOR;168;918,29
01;25/05/2010;11;000089;MATERIAL SOLO,  NO INCLUYE MANO DE OBRA;0;1959,8
01;25/05/2010;11;000090;REP. FRENOS DELANTEROS;224;1008,9
01;25/05/2010;11;000091;MATERIAL SOLO, NO INCLUYE MANO DE OBRA;0;168,9
01;26/05/2010;11;000092;PRESUPUESTO ;0;235
01;26/05/2010;11;000093;PRESUPUESTO;0;176
01;26/05/2010;13;000030;SUSTITUCION DE INYECTOR;90;485,45
01;26/05/2010;11;000094;PRECIO DEL CRISTAL Y SU MONTAJE;0;179,32
01;27/05/2010;13;000031;PRESUPUESTO TURBO;0;5833,89
01;27/05/2010;13;000032;PRESUPUESTO TURBO REMAN;0;4736,12
01;31/05/2010;13;000033;Presupueso monitor;0;3742,5
01;01/06/2010;11;000095;REPARACION DE BOMBA INYECCION;196;1551,24
01;03/06/2010;11;000097;PRESUPUESTO PARA WA470-6;128;1231,98
01;03/06/2010;13;000034;PRESUPUESTO SENSOR ;0;219,17
01;03/06/2010;13;000035;TORICAS PARA PW220-7K;0;72,33
01;03/06/2010;13;000036;TORICAS PARA PW220-7K;0;1451,14
01;03/06/2010;11;000098;PRESUPUESTO;0;130,05
01;04/06/2010;11;000099;REPARACION DE JOYSTICK;128;0
01;07/06/2010;13;000037;PRESUPUESTO MATERIAL REDUCTOR;0;3048,94
01;07/06/2010;13;000038;PRESUPUESTO TURBO REMAN, PRECIO NETO;0;4398,07
01;08/06/2010;13;000039;CRISTAL PUERTA IZQUIERDA;0;238,5
01;09/06/2010;11;000100;MATERIAL REPARACION CULATA;0;3588,3
01;09/06/2010;11;000101;PRESUPUESTO MATERIAL PARA WA500-3;1680;10139,22
01;10/06/2010;13;000040;KIT REPARACION ACUMULADOR;0;465,87
01;11/06/2010;13;000041;HANNOMAG D44;0;2608,88
01;11/06/2010;11;000102;PRESUPUESTO MATERIAL;0;545,51
01;11/06/2010;13;000042;PRESUPUESTO FILTROS;0;206,43
01;11/06/2010;11;000103;MATERIAL GRUPO VALVULA;0;2395,77
01;15/06/2010;13;000043;KIT DE JUNTAS;0;175,21
01;16/06/2010;13;000045;CUERPO DELANTERO BOMBA HIDRAULICA;0;3350,17
01;16/06/2010;13;000046;PRESUPUESTO FILTROS;0;167,18
01;16/06/2010;13;000047;PIEZAS MOTOR 26297920;0;3313,22
01;16/06/2010;11;000105;REVISION DE REDUCTOR REUDA DELANTERA IZQUIERDA;196;0
02;16/06/2010;11;000105;REPARACION EN TALLER;140;974,59
01;16/06/2010;13;000048;KIT EMPAQUETADURA ;0;2475,44
01;16/06/2010;13;000049;MATERIAL SK714-5;0;254,88
01;17/06/2010;11;000106;MATERIAL;0;359,66
01;17/06/2010;11;000107;SUSTITUCION DE MOTOR DE ARRANQUE;98;528,65
01;17/06/2010;11;000108;REPARACION DE CONVERTIDOR EN TALLER;450;4208,16
01;18/06/2010;13;000050;MOTOR DE ARRANQUE INTERCAMBIO;0;833,45
01;21/06/2010;13;000051;RADIADOR CONVERTIDOR;0;405,87
01;21/06/2010;13;000052;AGUILON COMPLETO;2560;20973,7
01;21/06/2010;11;000109;MATERIAL CUMMINS;0;302,46
01;18/06/2010;11;000110;REPARACION REDUCTOR DELANTERO IZQUIERDO;224;5027,04
01;23/06/2010;11;000111;CAMBIO DE FILTROS Y ACEITES;256;380,69
01;23/06/2010;14;000001;FILTROS AIRE;0;25,32
01;23/06/2010;11;000112;REVISION FALLO CONVERTIDOR;2520;0
01;23/06/2010;11;000113;REVISION FALLO CONVERTIDOR;5040;16533,32
01;23/06/2010;14;000002;filtros bwin;0;635,88
02;23/06/2010;11;000113;REVISION ENFRIADOR FRENOS;168;661,03
01;24/06/2010;14;000003;ACEITES Y FILTROS;0;500,28
01;23/06/2010;11;000114;REPARACION BOMBA FRENO;112;1413,45
01;25/06/2010;14;000004;filtros fleetguard;0;429,37
01;28/06/2010;11;000115;MATERIAL KOMATSU;0;486,15
01;28/06/2010;14;000005;CASQUILLOS Y PIN EJE DELANTERO IZQ.;0;164,15
01;29/06/2010;13;000053;PRESUPUESTO TURBO RECON;0;1168,58
01;29/06/2010;13;000054;Presupuesto material Perlini;0;3448,49
01;29/06/2010;14;000006;MOTOR HIDRAULICO;0;1233,14
01;30/06/2010;14;000007;MOTOR;0;1783,19
01;30/06/2010;13;000055;PRESUPUESTO TRANSPORTE PC290NLC-7;0;545
01;30/06/2010;11;000116;PRESUPUESTO DE REPARACION DE BALANCINES Y TAPA DE BALANCINES;320;0
01;30/06/2010;11;000117;PRESUPUESTO;0;10558,23
01;01/07/2010;11;000118;OPERARIO PERMANENTE EN SUS INSTALACIONES MES DE JULIO;4928;0
02;30/06/2010;11;000117;CAMBIO 2000 HORAS;224;947,07
01;01/07/2010;11;000119;REPARACION DE MOTOR;2520;0
02;01/07/2010;11;000119;REPARACION EN TALLER;2800;10716,28
01;02/07/2010;11;000120;OFERTA DE ACEITES EN BIDONES DE 208 LTR.;0;1774,65
01;23/06/2010;11;000121;MATERIALES;252;2310,54
01;05/07/2010;14;000008;TAPON GASOIL Y FILTROS;0;322,23
01;05/07/2010;14;000009;TORNILLOS DEL CONTRAPESO;0;1113,05
01;05/07/2010;14;000010;cadenas y rueda de cavilla;0;5695,7
01;06/07/2010;13;000056;TRANSPORTE EN GONDOLA DE MAQUINAS ;0;410
01;06/07/2010;13;000057;PRESUPUESTO MATERIAL;0;18053
01;06/07/2010;14;000011;ENGANCHE RAPIDO;0;694,35
01;07/07/2010;13;000058;AGUILON 980GII;0;17660
01;07/07/2010;13;000059;PRESUPUESTO AGUILON NUEVO;0;54300
01;07/07/2010;11;000122;REPARACION DE MOTOR ROTURA CIGUENAL;2800;0
02;07/07/2010;11;000122;REPARACION EN TALLER MANO DE OBRA EN GARANTIA;0;10318,75
01;09/07/2010;14;000012;PUERTA IZQUIERDA;0;1868,06
01;12/07/2010;14;000013;PILOTO Y JUNTA ;0;15,81
01;12/07/2010;14;000014;INYECTORES ,CABLES Y TORICAS;0;6352,92
01;13/07/2010;14;000015;PIEZA DE GD521A-1;0;3381,28
01;12/07/2010;11;000123;MATERIAL TURBO;0;3110,4
01;14/07/2010;11;000124;MOTOR DE INTERCAMBIO;0;66855,8
01;15/07/2010;14;000016;piezas del reductor;0;7668,74
01;15/07/2010;14;000017;AIRE ACONDICINADO;640;2570
01;15/07/2010;11;000125;PRESUPUESTO FILTROS NO ORIGINALES - ALTERNATIVOS;0;96,24
01;16/07/2010;11;000126;DESMONTAJE, MONTAJE Y CALIBRAR BASCULA;112;0
01;16/07/2010;11;000127;MATERIAL ;0;382,08
01;19/07/2010;13;000060;PRESUPUESTO DE TURBO RECON PUERTOLLANO-ENCASUR;0;6151,75
01;19/07/2010;14;000018;MOTOR COMPLETO;0;40770
01;19/07/2010;14;000019;condensador y latiguillo;0;695,98
01;20/07/2010;13;000061;PRESUPUESTO RADIADOR 375;0;13536,34
01;20/07/2010;14;000020;HANNOMAG D44;0;417,64
01;20/07/2010;14;000021;PIEZAS PARA MOTOR 26503071;0;2618,17
01;22/07/2010;13;000062;INFORME PIEZAS DEFECTUOSAS EN MAQUINA;160;0
01;22/07/2010;14;000022;PUERTA Y PEDAL;0;3571,22
01;23/07/2010;14;000023;BOMBA HIDRAULICA;0;1890
01;26/07/2010;14;000024;WA480-6;0;1174,02
01;26/07/2010;14;000025;WB70A;0;47,55
01;26/07/2010;14;000026;CRISTAL;0;277,18
01;27/07/2010;11;000128;PRESUPUESTO REPARACION INYECTOR;0;490,38
01;28/07/2010;14;000027;TURBO;0;4726,89
01;28/07/2010;14;000028;TURBO REMAN;0;3780,41
01;29/07/2010;14;000029;FILTROS;0;3006,69
01;29/07/2010;14;000030;MOTOR COMPLETO ;0;29333,84
01;30/07/2010;11;000130;MATERIAL PARA PW 220-7K;0;7848,5
01;02/08/2010;14;000031;PIEZAS PARA MOTOR 26503071;0;2572,22
01;03/08/2010;14;000032;MOTOR DEUTZ;0;6516
01;03/08/2010;14;000033;cristal puerta izquierda;0;238,5
01;04/08/2010;14;000034;BLOQUE LARGO REACONDICIONADO
;1400;10241,6
01;04/08/2010;14;000035;PIEZAS PARA MOTOR ;0;639,93
01;04/08/2010;14;000036;PIEZAS PARA HD465-2;0;1254,81
01;05/08/2010;11;000131;REPARACION MONITOR EN TALLER;112;795,12
01;05/08/2010;14;000037;PIEZAS MOTOR 23203261;0;13150,22
01;06/08/2010;14;000038;PIEZAS PARA MOTOR 30319348;0;6,93
01;09/08/2010;11;000132;DESPLAZAMIENTO A NAVE, REVISION A/A PARA VER FALLO Y CARGA;64;130,5
01;09/08/2010;11;000133;DESPLAZAMIENTO A NAVE, REVISAR FALLO A/A Y CARGAR;64;130,5
01;09/08/2010;14;000039;PIEZAS PARA WB93R-2;0;579,95
01;09/08/2010;14;000040;TURBO;0;2668,78
01;09/08/2010;14;000041;PIEZAS PARA WA470-3H;0;2119,04
01;09/08/2010;14;000042;FILTROS  PARA D65PX-12;0;174,05
01;09/08/2010;14;000043;FILTROS PARA SK815-5;0;90,41
01;10/08/2010;14;000044;PIEZAS PARA D155AX-5;0;5161,84
01;10/08/2010;11;000134;MATERIAL PARA BOMBA INYECCION;192;2731,32
01;11/08/2010;14;000045;PIEZAS PARA WA320-1;0;883,55
01;13/08/2010;11;000135;CONSTRUCCION DE LATIGUILLOS;0;85,24
01;13/08/2010;14;000046;PIEZAS PARA WB97S-2;0;186,47
02;17/08/2010;11;000136;REPARACION EN TALLER;3080;0
02;17/08/2010;11;000137;REPARACION EN TALLER;2380;0
01;17/08/2010;11;000138;REPARAR FISURAS INTENAS DE CHASIS;280;0
01;18/08/2010;13;000063;PRESUPUESTO FILTROS Y ACEITE;0;625,22
01;19/08/2010;11;000139;PRESUPUESTO TACOS;0;259,7
01;19/08/2010;11;000140;MATERIAL CONTROLADOR;0;4123,79
03;17/08/2010;11;000136;REPARACION DE RADIADOR;224;649,75
01;23/08/2010;11;000141;PRESUPUSTO MATERIAL;0;1286,92
01;23/08/2010;14;000047;Presupuesto cristal trasero;0;213,38
01;24/08/2010;13;000064;PRESUPUESTO COMPRESOR;0;1374,3
01;24/08/2010;11;000142;PRESUPUESTO MATERIAL;196;197,14
01;24/08/2010;11;000143;PRESUPUESTO ;504;580,3
01;20/08/2010;11;000144;MANTENIMIENTO 200 HORAS;0;2320,03
01;25/08/2010;13;000065;Presupuesto botella;0;29569,48
01;25/08/2010;13;000066;Presupuesto reten;0;1823,89
01;25/08/2010;13;000067;Presupuesto;0;938,67
01;25/08/2010;13;000068;Presupuesto ventilador;0;48,69
03;17/08/2010;11;000137;REPARACION BOMBA INYECTORA;0;0
01;27/08/2010;14;000048;PRESUPUESTOS CORREAS PC350NLC-8;0;188,55
01;30/08/2010;14;000049;KIT EMPAQUETADURA BOTELLA;0;1527,66
01;31/08/2010;14;000050;EQUIPO DE MOTOR PARA 21282338;0;365,21
01;31/08/2010;14;000051;KIT EMPAQUETADURA;0;333,1
01;31/08/2010;11;000145;PRESUPUESTOS INYECTORES;0;16954,9
01;31/08/2010;14;000052;MATERIAL PARA WA480-6;0;315,51
01;31/08/2010;14;000053;MATERIAL PARA PC350NLC-8;0;557
01;01/09/2010;14;000054;FILTROS;0;2775,22
01;01/09/2010;14;000055;MATERIAL PARA PW170-5;0;162,29
01;01/09/2010;14;000056;MATERIAL PARA PC350NLC-8;0;575,8
01;01/09/2010;14;000057;MATERIAL PARA SK714-5;0;295,55
01;01/09/2010;14;000058;MATERIAL PARA PC20R-8;0;103,99
01;02/09/2010;14;000059;MATERIAL PARA WA320-3;0;297,42
01;02/09/2010;11;000146;PRESUPUESTO ABRAZADERA Y MANGUERA;0;117,93
01;03/09/2010;14;000060;MATERIAL PARA D155AX-5;2520;35390,28
02;05/08/2010;11;000131;DESMONTAR Y MONTAJE MONITOR;140;0
01;06/09/2010;11;000147;MANTENIMIENTO 2000 HORAS;0;2403,35
01;02/09/2010;11;000148;ACOPLAMIENTO ASIENTO MAQUINA;112;1045,5
01;07/09/2010;11;000149;MOTOR RM BULLDOZER D155;0;43480,5
01;07/09/2010;11;000150;PRESUPUESTO ;2520;0
01;07/09/2010;11;000151;MATERIAL PARA REPARACION;2520;24209,7
01;09/09/2010;14;000061;MATERIAL PARA PC1250SP-8;0;6218,63
01;09/09/2010;14;000062;SELLOS BULDOZER;0;249,66
01;09/09/2010;14;000063;MATERIAL PARA RETROEXCAV.;0;2016,75
01;09/09/2010;14;000064;MATERIAL PARA D155AX-5;0;794,54
01;10/09/2010;14;000065;MATERIAL PARA 1250SP-8;0;2006,84
01;10/09/2010;14;000066;MATERIAL PARA PC210LC-6K;0;732,52
01;10/09/2010;11;000152;MOTOR REMAN;0;101475
01;10/09/2010;14;000067;MATERIAL PARA PC30MR-2;0;426,66
01;13/09/2010;14;000068;KIT EMPAQUETADURA ELEVACION ;0;750,24
01;13/09/2010;14;000069;KIT EMPAQUETADURA VOLTEO;0;1508,7
01;13/09/2010;14;000070;MATERIAL PARA WB91R-2;0;687,88
01;13/09/2010;14;000071;KIT EMPAQUETADURA BOTELLA ELEVACION;0;432,35
01;13/09/2010;11;000153;MATERIAL ORIGINAL VOLVO;0;7180,83
01;14/09/2010;14;000072;MATERIAL PARA PC340NLC-6;0;27,52
01;14/09/2010;14;000073;MATERIAL PARA MOROR CUMMINS 34922609;0;6895,76
01;15/09/2010;13;000069;PRESUPUESTOS FILTROS KOMATSU;0;725,63
01;15/09/2010;13;000070;PRESUPUESTOS FILTROS FLEETGUARD;0;168,14
01;15/09/2010;11;000154;REPARACION DE MOTOR;2900;6107,95
01;15/09/2010;14;000074;MATERIAL PARA MOTOR Nº  68029030;0;2897,21
01;20/09/2010;14;000075;PASADOR Y DIENTE PARA PW180-7;0;526,9
01;22/09/2010;14;000076;TURBO NUEVO;0;4671,47
01;22/09/2010;13;000071;PRESUPUESTO VALVULA FRENO;0;2056,84
01;22/09/2010;13;000072;PRESUPUESTO TURBO;0;2367,1
01;22/09/2010;14;000077;MATERIAL ARTICULACION CENTRAL;2800;3540,38
01;23/09/2010;14;000078;KIT REPARACION VALVULA FRENO;0;419,83
01;23/09/2010;14;000079;CUERPO VALVULA PEDAL DEL FRENO;0;565,18
01;23/09/2010;14;000080;FILTROS;0;247,59
01;24/09/2010;13;000073;PRESUPUESTO INTERCOOLER;0;1250
01;24/09/2010;14;000081;CAJA DEL EJE DELANTERO;0;2250
01;24/09/2010;14;000082;MATERIAL PARA MOTOR 26297920;0;2937,87
02;15/09/2010;11;000154;REPARACION DE RADIADOR Y  MANGUITOS;725;2249,63
03;15/09/2010;11;000154;TANQUE GASOIL, TAPON Y AFORADOR;580;3233,79
04;15/09/2010;11;000154;VARIAS REPARACIONES;1450;1308,05
01;27/09/2010;11;000155;TRANSMISION DE INTERCAMBIO;2700;6956,31
05;15/09/2010;11;000154;BULONES, CASQUILLO, ARTICULACION CENTRAL Y PALA;1160;2434,47
06;15/09/2010;11;000154;SACAR MOTOR DE MAQUINA;1160;150
01;28/09/2010;11;000156;MANDO FINAL IZQUIERDO USADO;0;6526
01;28/09/2010;11;000157;MATERIAL REDUCTOR MANDO FINAL IZQUIERDO;0;7760,89
01;28/09/2010;14;000083;ALTERNADOR;0;963,14
01;28/09/2010;14;000084;PIEZA MOTOR CUMMINS;0;1023,88
01;28/09/2010;11;000158;MATERIAL REPUESTO;0;636,04
01;28/09/2010;14;000085;MATERIAL PARA CASE IH MX 135;0;346,27
01;29/09/2010;11;000159;MOTOR REMAM;2400;8400
01;29/09/2010;13;000074;PRESUPUESTO ASIENTO;0;636
01;29/09/2010;11;000160;REDUCTOR  NUEVO;0;5700,25
01;29/09/2010;14;000086;PIEZA PARA MOTOR 21651080;0;963,65
01;30/09/2010;14;000087;CRISTAL Y GOMA PUERTA IZQUIERDA;0;546,27
01;30/09/2010;14;000088;BULONES;0;53,56
01;30/09/2010;14;000089;RADIADOR;0;2672,32
01;04/10/2010;14;000090;EMPAQUETADURA BOTELLA ELEVACION ;0;492,68
01;04/10/2010;14;000091;CRISTALES;0;580,37
01;05/10/2010;14;000092;MATERIAL EJE TRASERO;0;1571,62
01;05/10/2010;14;000093;CASQUILLOS , BULONES Y RETENES;0;960,6
01;06/10/2010;14;000094;CASQUILLOS , BULONES Y RETENES;0;957,8
01;06/10/2010;14;000095;EMPAQUETADURA DEL ESTABILIZADOR;0;71,84
01;06/10/2010;11;000161;REPARACION DE TRANSMISION;4200;10443,39
01;06/10/2010;14;000096;FILTROS;0;377,21
01;07/10/2010;14;000097;MOTOR DE ACELERACION;0;1616,62
01;07/10/2010;11;000162;MATERIAL
;0;2083,08
01;07/10/2010;11;000163;REPARACION FALLO BOMBA HIDRAULICA;252;0
01;08/10/2010;13;000075;TRANSMISION DE INTERCAMBIO VOLVO A35;0;11450
01;08/10/2010;11;000164;MATERIAL PARA CULATA;0;477,22
01;14/10/2010;14;000098;VARILLA DE ACEITE;0;31,27
01;14/10/2010;14;000099;MATERIAL PARA WB97R-2;0;92,09
01;14/10/2010;11;000165;PRUEBA, DESMONTAJE Y MONTAJE DE NUEVA;224;255,65
01;15/10/2010;14;000100;MATERIAL PARA WB97S-2;0;670,3
01;15/10/2010;14;000101;MATERIAL PARA Nº DE MOTOR 46295035;0;4519,43
01;18/10/2010;14;000102;MOTOR REMAN ;0;51390
01;18/10/2010;14;000103;MATERIAL PARA WH716-1;0;44,6
01;18/10/2010;14;000104;MATERIAL PARA WA380-6;0;472,42
01;18/10/2010;11;000166;MATERIAL TURBO;0;244,58
01;18/10/2010;14;000105;MATERIAL PARA Nº DE MOTOR 46295035;0;3595,41
01;19/10/2010;14;000106;FILTROS PARA PC350NLC-8;0;492,82
01;19/10/2010;11;000167;MATERIAL BASCULA;0;911,12
01;19/11/2010;14;000107;FILTRO  PARA WA430-6;0;566,66
01;21/10/2010;11;000168;REPARACION DE BOMBA HIDRAULICA EN TALLER;196;0
01;21/10/2010;14;000108;CARDAN;0;1469,34
01;21/10/2010;14;000109;VALVULA RETARDE;0;945,77
01;22/10/2010;14;000110;MATERIAL PARA PC1100-6;0;883,02
01;22/10/2010;13;000076;PRESUPUESTO BARREDORA Y NIVELADORA;0;9965,5
01;22/10/2010;14;000111;MATERIAL PARA D65E-12;0;6148,3
01;25/10/2010;14;000112;RODAMIENTO POLEA VENTILADOR;0;164,65
01;25/10/2010;14;000113;MATERIAL PARA MOTOR Nº 46295035;0;3736,58
01;25/10/2010;11;000169;MATERIAL REDUCTOR FRENO Y EMBRAGUE;0;2147,64
01;26/10/2010;14;000114;KIT EMPAQUETADURA;0;105,21
01;26/10/2010;14;000115;AMORTIGUADORES CABINA;0;1527,18
01;26/10/2010;13;000077;PRESUPUESTO DIENTES;0;875,85
01;26/10/2010;11;000170;MATERIAL;0;75,6
01;26/10/2010;14;000116;INYECTORES;0;1767,97
01;26/10/2010;14;000117;TUBO INYECTOR;0;162,54
01;26/10/2010;11;000171;MATERIAL;0;198,73
01;27/10/2010;11;000172;MATERIAL ;0;428,05
01;27/10/2010;14;000118;TUBO RADIADOR;0;157,02
01;27/10/2010;14;000119;ACEITES;0;984,45
01;27/10/2010;14;000120;ACEITES ;0;759,46
01;27/10/2010;11;000173;MATERIAL;0;33,45
01;28/10/2010;11;000174;MATERIAL;0;182,43
01;29/10/2010;14;000121;kit empaquetadura;0;157,2
01;29/10/2010;11;000175;MATERIAL;0;206,37
01;29/10/2010;11;000176;MATERIAL;0;268,71
01;02/11/2010;11;000177;MATERIAL FINANZAUTO INTERCAMBIO PLAZO DE ENTREGA 4 O 5 DIAS;0;3622,6
02;02/11/2010;11;000177;MATERIAL ORIGINAL INTERCAMBIO PLAZO DE ENTREGA 7 O 10 DIAS;0;2420,7
01;02/11/2010;14;000122;CRISTAL PUERTA DERECHA;0;308
01;03/11/2010;14;000123;CAMBIO 2000 HORAS;168;915,91
01;03/11/2010;11;000178;MATERIAL REDUCTOR;0;301,22
02;03/11/2010;11;000178;MATERIAL MOTOR HYD;0;420,59
01;03/11/2010;14;000124;CALENTADOR TOMA DE ADMISION ;0;92,01
01;03/11/2010;11;000179;CAMBIO 2000 HORAS;168;957,15
01;04/11/2010;14;000125;BOMBA INYECTORA E INYECTORES;0;2787,36
01;05/11/2010;14;000126;MATERIAL PARA D155AX-5;0;191,17
01;05/11/2010;14;000127;MANGUITOS CALEFACCION;0;270,66
01;03/11/2010;11;000180;MATERIAL KOMATSU;0;706,41
01;08/11/2010;11;000181;MATERIAL CAT MOTOR 3204;0;811,78
01;08/11/2010;11;000182;MATERIAL VOLVO A 40D;0;210,99
01;09/11/2010;11;000183;MATERIAL KOMATSU;0;120,42
01;09/11/2010;14;000128;TURBO;0;2209,29
01;09/11/2010;14;000129;ESCOBILLAS DEL LIMPIA;0;68,4
01;09/11/2010;11;000184;MATERIAL ;0;474,79
01;10/11/2010;14;000130;TARJETA REGULADOR VELOCIDAD;0;1374,42
01;10/11/2010;14;000131;MOTOR PARA SK714-5;0;7505,93
01;10/11/2010;14;000132;MATERIAL PARA Nº MOTOR 21404970;0;547,35
01;11/11/2010;14;000133;MATERIAL PARA MOTOR 21404970;0;316,93
01;11/11/2010;14;000134;POLEA;0;328,54
01;11/11/2010;13;000078;PRESUPUESTOS FILTROS;0;397,83
01;12/11/2010;14;000135;CORREA ALTERNADOR Y JUNTAS COL.ESCAPE;0;80
01;12/11/2010;11;000185;REPARACION DE MOTOR EN TALLER;1260;3290,64
01;12/11/2010;13;000079;PRESUPUESTO TACO ORIGINAL;0;822,35
01;12/11/2010;13;000080;Presupuesto Taco Alternativo;0;289,5
01;12/11/2010;14;000136;BOMBIN GASOIL;0;121,17
01;12/11/2010;14;000137;TORNILLOS;0;875,61
01;15/11/2010;14;000138;CAMBIO FILTROS Y ACEITES;120;807,54
01;15/11/2010;14;000139;MANGUERAS;0;387,62
01;15/11/2010;14;000140;CALANDRINA;0;1974,38
01;15/11/2010;14;000141;TACOS DE DIRECCION;0;154,64
01;15/11/2010;14;000142;CERRADURA;0;125,14
01;15/11/2010;14;000143;CAPO;0;672,81
01;15/11/2010;13;000081;PRESUPUESTO;0;690,2
01;15/11/2010;13;000082;PRESUPUESTO;0;718,28
