CODOPER;NUMTAR;DOCFEC;DOCSER;DOCNUM;DESCOP;HFACT;HREAL;DTOOBR;CODMOD;PORIMP;PORREC;PRETAR;LINOBRA;MARCA
101;01;15/02/1999;B8;000008;DIFERENCIA ENTRE PRESUPUESTO  Y PRODUCCION;47,5;0;0;;0;0;19,53289;005;N
101;02;15/02/1999;B8;000008;DIFERENCIA ENTRE PRESUPUESTO Y PRODUCCION;-6,5;0;0;;0;0;19,53289;005;N
101;03;15/02/1999;B8;000008;DIFERENCIA ENTRE PRESUPUESTO Y PRODUCCION REAL;11,5;0;0;;0;0;19,53289;005;N
101;04;15/02/1999;B8;000008;DIFERENCIA ENTRE PRESUPUESTO Y PRODUCCION;50;0;0;;0;0;19,53289;005;N
101;05;15/02/1999;B8;000008;DIRECIANCIA ENTRE PRESUPUESTO Y PRODUCCION;15;0;0;;0;0;19,53289;005;N
100;01;31/12/1999;B8;000009;MANTENIMIENTO, LIMPIEZA ETC.;790,73;790,73;0;;0;0;11,23893;005;S
100;02;31/12/1999;B8;000009;ATENCION CLIENTES;26,5;26,5;0;;0;0;11,23893;005;S
100;03;31/12/1999;B8;000009;RECADOS;9,5;9,5;0;;0;0;11,23893;005;S
100;04;31/12/1999;B8;000009;FALTAS POR ASUNTOS PROPIOS Y DIAS TOMADOS.;347,3;347,3;0;;0;0;11,23893;005;S
100;05;31/12/1999;B8;000009;CONSTRUCCION LATIGUILLOS;27,45;27,45;0;;0;0;11,23893;005;S
100;06;31/12/1999;B8;000009;HORAS SIN IMPUTACION;927;927;0;;0;0;11,23893;005;S
100;07;31/12/1999;B8;000009;FALTA POR ENFERMEDAD;315;315;0;;0;0;11,23893;005;S
100;08;31/12/1999;B8;000009;REPARACION DE CULATA                                ;20;20;0;;0;0;11,23893;005;S
100;09;31/12/1999;B8;000009;REPARACION DE BOMBA;0;0;0;;0;0;11,23893;005;S
100;10;31/12/1999;B8;000009;FABRICACION DE DISCO EN TORNO Y MONTAJE DE EMBRAGE;0;0;0;;0;0;11,23893;005;S
100;11;31/12/1999;B8;000009;REPARACION DE MOTOR EBRO;4;4;0;;0;0;11,23893;005;S
100;12;31/12/1999;B8;000009;TRABAJOS CASA D. IGNACIO;0,97;0,97;0;;0;0;11,23893;005;S
100;13;31/12/1999;B8;000009;DESMONTAR CAJA DE VALVULAS, COLOCACION DE JUNTAS A VALVULAS Y CAJA MONTAJE DE VALVULA Y CUERPO;0;0;0;;0;0;11,23893;005;S
101;01;16/02/2000;B9;000057;CORREGIR SALIDEROS DE ACEITE Y REVISAR ELECTROVALVULAS;10;10,5;0;;0;0;18,03036;005;S
800;01;31/12/1999;B8;000010;DESPLAZAMIENTO A FABRICA, REVISION DE CABINA Y COLOCACION DE CRISTALES ROTOS.;3;2,98;0;;0;0;22,08719;005;S
101;01;23/02/2000;B9;000061;REPARACION DE DISTRIBUIDOR Y VALVULA DE SENSIBILIDAD. RECTIFICADO DE ASIENTO DE VALVULAS ANTIRRETORNO Y VALVULAS..;8;5,45;0;;0;0;20,28416;005;S
101;01;17/03/2000;B9;000062;DESMONTARLO , RECTIFICADO DE DOCE  PLANOS,  CONOS Y VALVULAS DE SENSIBILIDAD. COLOCACION DE KIT DE JUNTAS, AJUSTE Y MONTAJE..;19,5;19,5;0;;0;0;20,28416;005;S
800;01;17/03/2000;B9;000062;DESPLAZAMIENTO A FABRICA, REVISION, AJUSTE Y REGULACION DE DISTRIBUIDOR.;6,5;6,5;0;;0;0;20,28416;010;S
800;02;17/03/2000;B9;000062;DESPLAZAMIENTO A FABRICA PARA RECOGER BOMBA PARA REPARAR EN TALLER Y MONTAJE DE LA MISMA.;1;0,98;0;;0;0;20,28416;005;S
101;02;17/03/2000;B9;000062;DESPIECE DE BOMBA EN TALLER, RECTIFICADO DE PLANOS, COLOCACION DE KIT DE REPARACION Y MONTAJE DE LAS MISMA.;4;3,97;0;;0;0;20,28416;010;S
800;03;17/03/2000;B9;000062;DESPLAZAMIENTO A FABRICA PARA COMPROBACION DE ARBOL DE LEVAS Y PUESTA A PUNTO DE MOTOR.;1,5;1,5;0;;0;0;20,28416;005;S
101;01;23/02/2000;B9;000063;RECTIFICADO DE PLANOS DE BRIDAS.;1;0;0;;0;0;20,28416;005;N
101;01;14/04/2000;B9;000065;COLOCACION DE DISTRIBUIDOR DE 2 PALANCAS DE SIMPLE EFECTO  Y COLOCACION DE TUBOS HIDRAULICOS;14;14,33;0;;0;0;20,28416;005;S
800;01;02/05/2000;B9;000066;DESPLAZAMIENTO A FABRICA REVISION DE HIDRAULICOS DE PINZA.;13;2,98;0;;0;0;19,8334;005;S
101;01;02/05/2000;B9;000066;REVISION DE BOMBA, REPARACION DE CAJA DE VALVULAS Y REPARACION DE PISTONES.;0;7,95;0;;0;0;20,28416;010;S
101;02;02/05/2000;B9;000066;REPARACION DE DISTRIBUIDOR.;0;8,5;0;;0;0;20,28416;005;S
101;01;15/05/2000;B9;000067;DESMONTAR ACUMULADOR , COLOCACION DE MEMBRANA NUEVA , MONTAJE Y CARGA DEL MISMO;3;3;0;;0;0;20,28416;005;S
800;01;23/05/2000;B8;000011;REPARACION DE SALIDERO DE GASOIL NO CONFORME;24,98;24,98;0;;0;0;20,28416;005;S
800;01;16/06/2000;B9;000070;DESP. A FABRICA, SACAR TRANSMISION PARA REPARAR EN TALLER, COLOCAR EN MAQUINA UNA VEZ REPARADA Y AJUSTE DE  LA MISMA;40;79,8;0;;0;0;20,28416;005;S
101;02;16/06/2000;B9;000070;DESPIECE DE TRANSMISION, LIMPIEZA, COLOCACION DE KIT DE RODAMIENTOS DE LA MISMA, RUEDA LIBRE Y DE CONVERTIDOR, JUEGO DE JUNTAS, AJUSTE Y MONTAJE PARA COLOCAR EN MAQUINA;66;66,73;0;;0;0;20,28416;005;S
800;01;24/09/1999;B8;000013;REVISION DE MARTILLO;18,48;18,48;0;;0;0;20,28416;005;S
101;01;17/12/1999;B8;000014;DESMONTAR SOMBRERO;39;53,5;0;;0;0;19,8334;005;S
800;01;28/06/2000;B8;000012;MONTAJE LINEA;6;6;0;;0;0;20,28416;005;S
100;01;26/09/2000;B8;000015;DESP. A FABRICA REVISION DE FUGA DE ACEITE;3,97;3,97;0;;0;0;13,88939;005;S
101;01;30/09/2000;B8;000016;REPARACION DE BOMBA DE MANIOBRA ;1,98;1,98;0;;0;0;20,28416;005;S
101;01;23/08/2000;B9;000074;REVISION DE RUEDA LIBRE, DESMONTARLA, MONTAJE EN TALLER Y COLOCACION EN MAQUINA. ;17;17,47;0;;0;0;20,28416;005;S
800;01;19/10/2000;B9;000075; COMPROBAR BOMBA HD., DESMONTAR,DESPIECE, RELLENO DE CARCASA, MECANIZAR ALOJAMIENTO DE CARRETE Y COLOCAR  NUEVO, COLOCACION EN MAQUINA. DESM. BOMBA DE TRANSMISION Y COLOCAAR JUNTAS. DESM VARILLJE DE PALANCA DE CAMBIO Y REPARACION. CAMBIAR FILTROS Y ACEITE;13;12,48;0;;0;0;20,28416;005;S
101;01;08/06/2000;B9;000071;DESP. A CANTERA SACAR MOTOR DE MAQUINA PARA REPARACION EN TALLER Y COLOCACION DEL MISMO UNA VEZ REPARADO, COLOCACION DE BOBINA;28;0;0;;0;0;20,28416;005;N
101;02;08/06/2000;B9;000071;DESMONTAR MOTOR, DESPIECE, COLOCACION DE COMPONENTES NUEVOS Y MONTAJE PARA COLOCAR EN MAQUINA.;75;0;0;;0;0;20,28416;005;N
101;02;08/06/2000;B9;000071;ACOPLACION DE ESCAPE;5;0;0;;0;0;20,28416;010;N
101;02;08/06/2000;B9;000071;DESPIECE DE BOMBA DE ENFRIADOR DE ACEITE, COLOCACION DE KIT DE REPARACION Y MONTAJE DE LA MISMA.;5;0;0;;0;0;20,28416;015;N
101;02;08/06/2000;B9;000071;DESMONTAR COMPRESOR, DESPIECE, COLOCACION DE KIT DE REPARACION BRUÑIDO DE CAMISA Y VALVULAS, MONTAJE Y COLOCACION;4;0;0;;0;0;20,28416;020;N
101;02;03/11/2000;B8;;REPARACION DE COMPRESOR EN GARANTIA;0;0;0;01;16;4;0;005;S
800;01;03/11/2000;B8;000017;DESPLAZAMIENTO A FABRICA , DES MONTAR COMPRESOR PARA SU REPARACION Y MONTAJE;3,98;3,98;0;;0;0;20,28416;005;S
101;02;03/11/2000;B8;000017;DESMONTAR COMPRESOR , COLOCACION DE CAMISA , COLOCACION DE JUEGO DE SEGMENTOS , JUEGO DE JUNTAS Y MONTAJE DEL MISMO;0;0;0;;0;0;20,28416;005;S
800;01;12/04/2000;B8;000018;DESPLAZAMIENTO A FABRICA , REVISION DE SISTEMA DE CORTE DE PALA;3;3;0;;0;0;20,28416;005;S
800;01;22/11/2000;B9;000076;DESPLAZAMIENTO, SACAR MOTOR PARA SACAR CONVERTIDOR Y REPARAR EN TALLER. MONTAJE DEL MISMO EN MAQUINA;29;42;0;;0;0;20,28416;005;S
101;02;22/11/2000;B9;000076;REPARACION DE CONVERTIDOR;1;0,98;0;;0;0;20,28416;005;S
800;01;19/04/2000;B8;000019;DESPLAZAMIENTO A FABRICA PARA TOMAR PRESIONES HIDRAULICAS DE TRANSMISION;2;3,5;0;;0;0;20,28416;005;S
800;01;29/11/2000;B8;000020;REPARACION DE LEDE DE FRENOS.;1;1;0;;0;0;20,28416;005;S
101;01;01/12/2000;B9;000077;DESMONTAR BOTELLAS, MECANIZADO DE ENTRA DE UNA BOTELLA,  COLOCACION DE EMPAQUETATURAS DE SU PROPIEDAD Y MONTAJE DE LAS MISMAS.. ;9;9;0;;0;0;20,28416;005;S
800;01;30/11/2000;X8;000002;TOTAL MANO DE OBRA DE LOS SIGUIENTES CONCEPTOS;95;95,98;0;;0;0;20,28416;005;S
101;01;30/11/2000;X8;000002;DESPLAZAMIENTO A MOLINO, DESMONTAR CUERPO BOMBA, COLOCACION DE EMPAQUETADURAS, ARRANQUE Y PRUEBA. CONSTRUCCION  DE GRAPULINA Y MECANIZADO DE BRIDA PARA MOTOR DE SIN FIN.;0;0;0;;0;0;0;010;N
101;01;30/11/2000;X8;000002;DESPLAZAMIENTO A MOLINO, REPARAR CUADRO ELECTRICO DE CUERPO BOMBA, PRUEBA DE LOS MISMOS, COLOCACION DE GRAPULINA Y MONTAJE DE SINFIN.;0;0;0;;0;0;0;015;N
101;01;30/11/2000;X8;000002;CONSTRUCCION DE VIBRADOR, CONSTRUCCION DE SOPORTE DE MOTOR DE SINFIN Y CUADRO ELECTRICO.;0;0;0;;0;0;0;020;N
101;01;30/11/2000;X8;000002;DESPLAZAMIENTO A MOLINO, COLOCACION DE VIBRADOR Y MOTOR,  ACOPLACION DE MOTOR A SINFIN DE ACEITUNAS, COLOCACION DE CUADRO ELECTRICO DE MOTORES DE SINFIN DE VIBRADOR, ARRANQUE Y PRUEBA.;0;0;0;;0;0;0;025;N
800;01;05/12/2000;X8;000003;DESPLAZAMIENTO PARA HACER REVISION DE DOS MOTORES;16;23;0;;0;0;20,28416;005;S
101;02;05/12/2000;X8;000003;DESPIECE DE MOTOR, LIMPIEZA Y SACAR PRESUPUESTO PARA SU REPARACION;20;54,88;0;;0;0;20,28416;005;S
800;01;05/12/2000;B8;000021;DESPLAZAMIENTO A FINCA, REVISION DE AVERIA ELECTRICA Y COLOCACION DE BOBINA;8;8;0;;0;0;20,28416;005;S
800;01;29/12/2000;B9;000079;DESPLAZAMIENTO A CANTERA PARA REPARACION DE PRECAMARA;3;2,98;0;;0;0;20,28416;005;S
800;01;10/11/2000;B8;000022;DESPLAZAMIENTO A FABRICA , QUITAR TAPA DE REDUCTOR , COLOCACION DE SILICONA Y MONTAJE;1,48;1,48;0;;0;0;20,28416;005;S
800;01;12/12/2000;B9;000080;QUITAR SOPORTE DE PUERTA, ENDEREZAR, SOLDAR Y REGULACION DE LA MISMA;24;31,47;0;;0;0;20,28416;005;S
800;01;05/01/2001;X8;000004;DESPLAZAMIENTO A PANADERIA PARA SUSITUCION DE RODAMIENTOS DE CENTRADOR Y CABEZA DE FORMADORA;22;22,43;0;;0;0;20,28416;005;S
101;01;16/01/2001;B9;000081;CONSTRUCCION DE SUPLEMENTOS DE PALA;14;13,98;0;;0;0;20,88517;005;S
101;01;31/12/2000;B8;000023;REPÀRACION DE TACO DE VALVULA;14,97;14,97;0;;0;0;20,88517;005;S
800;01;31/12/2000;B8;000024;DESPLAZAMIENTO A CANTERA PARA TOMAR PRESIONES HIDRAULICAS;3,5;3,5;0;;0;0;20,88517;005;S
101;01;31/12/2000;B8;000025;DESMONTAR MARTILLO;21;21;0;;0;0;13,88939;005;S
100;01;31/12/2000;B8;000027;REVISION DE MAQUINA;6;6;0;;0;0;13,88939;005;S
100;01;31/12/2000;B8;000026;MANTENIMIENTO, LIMPIEZA, ETC.;1156,48;1156,48;0;;0;0;13,88939;005;S
100;02;31/12/2000;B8;000026;HORAS SIN IMPUTACION;1267,37;1267,37;0;;0;0;13,88939;005;S
100;03;31/12/2000;B8;000026;ENFERMEDAD Y DIAS TOMADOS;335,9;335,9;0;;0;0;13,88939;005;S
100;04;31/12/2000;B8;000026;TRABAJOS DE CONTADO;25,77;25,77;0;;0;0;13,88939;005;S
100;05;31/12/2000;B8;000026;FURGONETA Nº1;10;10;0;;0;0;13,88939;005;S
100;06;31/12/2000;B8;000026;FURGONETA Nº2;28,97;28,97;0;;0;0;13,88939;005;S
100;07;31/12/2000;B8;000026;FURGONETA Nº3;8,93;8,93;0;;0;0;13,88939;005;S
100;08;31/12/2000;B8;000026;PORTES DE ALMACEN;0;0;0;;0;0;13,88939;005;S
800;01;15/03/2001;X8;000005;DESPLAZAMIENTO A PUEBLA DE CAZALLA, REVISION DE TRANSMISION DE CARRETILLA PARA SU REPARACION EN TALLER;0;1,98;0;;0;0;20,88517;005;S
101;02;15/03/2001;X8;000005;DESPIECE DE TRANSMISION COLOCACION DE KIT DE REPARACION Y MONTAJE DE LA MISMA;16;24,5;0;;0;0;20,88517;005;S
100;01;19/01/2001;B8;000028;DESP. CANTERA PARA REVISION DE CARROS POR ROTURAS DE TORNILLOS DE RODILLOS;3;3;0;;0;0;13,88939;005;S
100;01;19/01/2001;B8;000029;DESPLAZAMIENTO A S.JOSE DEL VALLE PARA COMPROBACION DE MARTILLO Y ELECTROVALVULAS EN MAQUINA.COLOCAR UN TACO HIDRAULICO DEL TALLER PENDIENTE DE RETIRAR EL SUYO PARA REPARAR;4;4;0;;0;0;13,88939;005;S
100;01;11/11/2001;B8;000030;REPARACION DE TRANSMISION;143,28;143,28;0;;0;0;13,88939;005;S
100;01;16/05/2001;B8;000031;REPARACION DE FUGA DE AGUA;10,98;10,98;0;;0;0;13,88939;005;S
100;02;16/05/2001;B8;000031;REPARACION DE TERMOSTATOS;1,95;1,95;0;;0;0;13,88939;005;S
100;01;27/04/2001;B8;000032;DESPLAZ. A MEDINA,  REVISION DE BOMBA HIDRAULICA, POR PEPITO,  DESMONTAR PARA SU REPARACION EN TALLER ;13,48;13,48;0;;0;0;13,88939;005;S
100;01;27/04/2001;B8;000032;DESPLA. A MEDINA PARA COLOCACION DE BOMBA POR PACO, TUBERIAS Y ECHAR ACEITE.;13,48;13,48;0;;0;0;13,88939;010;S
100;01;27/04/2001;B8;000032;REPAACION EN TALLER;13,48;13,48;0;;0;0;13,88939;015;S
100;01;04/05/2001;B8;000033;DESPLAZAMIENTO CHICLANA SACAR MOTOR PARA REPARACION EN TALLER;65,5;65,5;0;;0;0;13,88939;005;S
100;02;04/05/2001;B8;000033;REPARACION;86,5;86,5;0;;0;0;13,88939;005;S
101;01;01/06/2001;X8;000006;REPARACION DE MARTILLO;14;14;0;;0;0;20,88517;005;S
101;01;16/08/2001;X8;000007;DESMONTAR BOTELLA PARA SU REPARACION Y MONTAJE DE LA MISMA;2;1,5;0;;0;0;20,88517;005;S
101;01;31/07/2001;X8;000008;DESMONTAR PISTON HIDRAULICO , COLOCACION DE KIT DE REPARACION Y MONTAJE;3;5;0;;0;0;18,03036;005;S
101;01;13/07/2001;X8;000009;DESPIECE DE PISTON, COLOCACION DE KIT DE REPARACION Y MONTAJE DEL MISMO;7;7;0;;0;0;20,88517;005;S
800;01;31/08/2001;B8;000034;DESPLAZAMIENTO A FABRICA PARA REVISION DE MAQUINA CON  FUGA DE ACEITE POR LA JUNTA DEL CARTER;1,5;1,5;0;;0;0;20,88517;005;S
101;02;31/08/2001;B8;000034;DESMONTAR CARTER, SUSTITUCION DE JUNTA Y MONTAJE.;7,48;7,48;0;;0;0;20,88517;005;S
101;01;31/08/2001;B8;000035;REPARACION DE ASIENTO DE PRECAMARA , DESMONTAR CULATA Y MONTAJE DE LA MISMA;57,45;57,45;0;;0;0;20,88517;005;S
101;01;31/08/2001;B8;000036;DESMONTAR CULATA PARA SU REPARACION Y MONTAJE;28,4;28,4;0;;0;0;20,88517;005;S
800;01;31/08/2001;B8;000037;D. FABRICA REVISION FUGA DE AGUA EN CULATA;19,45;19,45;0;;0;0;20,88517;005;S
101;02;31/08/2001;B8;000037;REPARACION DE PALA;3;3;0;;0;0;20,88517;005;S
101;01;31/08/2001;B8;000038;REPARACION FUGA DE AGUA POR CULATA;29,38;29,38;0;;0;0;20,88517;005;S
101;01;31/08/2001;B8;000039;REPARACION DE FUGA DE AGUA POR CULATA;86,35;86,35;0;;0;0;20,88517;005;S
101;01;31/08/2001;B8;000040;REPARACION DE MOTOR;99;99;0;;0;0;20,88517;005;S
800;01;25/09/2001;X8;000010;DESPLAZAMIENTO A CONSULTA PARA REPARACION DE CIRCUITO ELECTRICO DE SILLON;1,5;1,5;0;;0;0;20,88517;005;S
100;01;12/06/2001;B8;000041;DESPLAZAMIENTO A CERRO DE LANDEVALO REVISION DE MAQUINA PARA REPARCION DE HIDRAULICOS;4;4;0;;0;0;13,88939;005;S
100;01;30/09/2001;B8;000042;REPARACION DE TORNO;16,17;16,17;0;;0;0;13,88939;005;S
800;01;03/10/2001;B8;000043;DESPLAZAMIENTO A BENALUP POR RUIDO EN MOTOR;6;6;0;;0;0;20,88517;005;S
100;01;23/10/2001;B8;000044;DESPLAZAMIENTO A PANADERIA REVISION DE CUENTA LITROS Y ELECTROVALVULAS.;46,47;46,47;0;;0;0;13,88939;005;S
100;01;23/10/2001;B8;000045;DESMONTA CHAPAS PARA SU REPARACION Y COLOCACION DE NUEVAS;2,5;2,5;0;;0;0;13,88939;005;S
100;01;23/10/2001;B8;000046;DESPLAZAMIENTO A PANADERIA Y MONTAJE DE CUENTA LITROS;6;6;0;;0;0;13,88939;005;S
100;02;23/10/2001;B8;000046;COLOCACION DE MARCADOR DE CUENTA LITRO EN CAJA;3;3;0;;0;0;13,88939;005;S
100;01;23/10/2001;B8;000047;REVISION;4,97;4,97;0;;0;0;13,88939;005;S
100;01;23/10/2001;B8;000047;GESTION DE MATERIALES;4,97;4,97;0;;0;0;13,88939;010;S
100;01;23/10/2001;B8;000048;REPARACION DE VAPORIZADORES DE HORNO;12,5;12,5;0;;0;0;13,88939;005;S
100;01;24/10/2001;B8;000049;DESMONTAR GATOS HIDRAULICOS PARA SU REPARACION;1;1;0;;0;0;13,88939;005;S
100;01;24/10/2001;B8;000050;REVISION DE MOTOR, DESMONTAJE DE MOTOR PARA SU REPARACION;16,47;16,47;0;;0;0;13,88939;005;S
101;01;30/10/2001;X8;000011;MANO DE OBRA TRACTOR KOMATSU;517,99;0;0;;0;0;20,88517;005;N
101;01;26/11/2001;X8;000012;CONSTRUIR COGIDA A RETRO A TRCTOR, ENGANCHES Y TUBERIAS;35;0;0;;0;0;20,28416;005;N
102;01;26/11/2001;X8;000012;CONSTRUIR SOPORTE COGIDA DE PLA A CHASIS, ACOPLAR DISTRIBUIDOR Y TUBOS, CABINA Y ANTIVUELCO.;60;0;0;;0;0;20,28416;010;N
800;01;03/12/2001;X8;000013;D. FINCA REVISION TRACTOR, TRASLADOR AL TALLER. DESMONTAR DEPOSITO, TAPA Y EMBRAGUE DE GIRO, DESPIECE, DESMONTAR ZAPATAS DE FRENOS, COLOCAR NUEVAS. COLOCAR FRENOS DE TUERCA, MONTAJE Y COLOCACION EN TRACTOR, MONTAJE DE TAPA Y DEPOSITO.  PRUEBA DEL TRACTOR.;28;29;0;;0;0;20,88517;005;S
101;01;09/01/2002;X8;000015;COMPROBAR PRESIONES CAJA VALVULAS, MODIFICAR PILOTAJE, CONTRUIR TUBERIAS Y MONTAR. COMPROBAR ACUMULADOR Y CARGA. DESMONTAR RETRO, ENCASQUILLADO Y AJUSTE DE LA MISMA Y MONTAJE;45;49;0;;0;0;20,88517;005;S
100;01;31/12/2001;B8;000051;INSTALACION DE VALVULA ATIRRETORNO;1;1;0;;0;0;13,88939;005;S
100;01;31/12/2001;B8;000052;DESPLAZAMIENTO A FABRICA PARA REVISION DE HIDROSTATICA;8,5;8,5;0;;0;0;13,88939;005;S
100;02;31/12/2001;B8;000052;REPARACION DE HIDROSTATICA EN TALLER;0;0;0;;0;0;13,88939;005;S
100;01;31/12/2001;B8;000053;DESPLAZ. A NIEBLA, REVISAR MOTOR DE RETRO OR CONSUMO DE ACIETE. ;23,5;23,5;0;;0;0;13,88939;005;S
100;01;31/12/2001;B8;000054;DESPIECE DE MARTILLO PARA SUSTITUCION DE JUNTAS. DESMONTAR TORNILLOS DE ACUMULADOR PARA MODIFICACION  DE ALOJAMIENTOS DE TORNILLOS DE ACUMULADOR;12;12;0;;0;0;13,88939;005;S
100;01;31/12/2001;B8;000055;DESPLAZAMIENTO A FABRICA REVISION DE HIDROSTATICA;1,5;1,5;0;;0;0;13,88939;005;S
100;01;31/12/2001;B8;000056;DESPLAZAMIENTO A CANTERA PUEBLA DE CAZALLA PARA ACOPLACION DE MARTILLO DE A MAQUINA;4,5;4,5;0;;0;0;13,88939;005;S
101;01;24/01/2002;X8;000016;REPARACION DE BOMBA;6;6,5;0;;0;0;21;005;S
100;01;03/01/2002;B8;000057;DESPLAZAMIENTO A MEDINA PARA REVISION DE TRACTOR;1,5;1,5;0;;0;0;14;005;S
100;01;31/12/2001;B8;000058;MANTENIMIENTO TALLER;1324,8;1324,8;0;;0;0;14;005;S
100;02;31/12/2001;B8;000058;HORAS SIN IMPUTACION;1208,82;1208,82;0;;0;0;14;005;S
100;03;31/12/2001;B8;000058;DIAS TOMADOS Y FALTAS POR ENFERMEDEDAD;961;961;0;;0;0;14;005;S
100;04;31/12/2001;B8;000058;PORTES DE ALMACEN;0;0;0;;0;0;14;005;S
100;05;31/12/2001;B8;000058;HORAS DE TALLER                              ;12;12;0;;0;0;14;005;S
100;06;31/12/2001;B8;000058;HORAS DE TALLER                              ;14,25;14,25;0;;0;0;14;005;S
100;07;31/12/2001;B8;000058;FURGONETA Nº3;6,75;6,75;0;;0;0;14;005;S
800;01;11/02/2002;B9;000084;REVISAR VARILA DE INVERSOR Y SUAVIZARLA, REPARACION DE ACELERADOR;0;0;0;;0;0;21;005;S
101;02;11/02/2002;B9;000084;CAMBIO DE FILTROS DE ACEITE, GASOIL, AIRE Y SUSTITCION DE CABLE DE ACELERADOR NUEVO;6;3,5;0;;0;0;21;005;S
101;01;05/04/2002;B9;000085;DESMONTAR CILINDRO, DESPIECE DE RULO Y CAÑONERA, COLOCAR JUNTAS, TORNILLOS Y RETENES NUEVOS, MONTAJE Y COLOCAR EN MAQUINA. DESPIECE DE MOTOR, COLOCAR RODAMENTOS Y MONTAJE;15;14,5;0;;0;0;21;005;S
100;01;30/04/2002;B8;000059;COMPROBACION DE SITEMA HIDRAULICO;2;2;0;;0;0;14;005;S
100;01;31/05/2002;B8;000060;DESMONTAR BOMBA DE AGUA PARA REPARAR EN TALLER Y MONTAJE DE LA MISMA UNA VEZ REPARADA;10;10;0;;0;0;14;005;S
100;02;31/05/2002;B8;000060;REPARACION DE BOMBA DE AGUA EN TALLER;5;5;0;;0;0;14;005;S
100;01;06/06/2002;B8;000061;DESP. SANLUCAR, DESMONTAR SISTEMA DE AIRE ACONDICIONADO DE LA GURIA 529 PARA ACOPLAR EN ESTA MAQUINA;40;40;0;;0;0;14;005;S
800;01;27/06/2002;B9;000087;DESPLAZAMIENTO A PLANTA, DESMONTAR MOTOR DE ARRANQUE, COLOCACION DE UNO PROVISIONAL PARA REPARACION DEL MISMO EN TALLER ;2,5;2,5;0;01;16;4;21;005;S
800;02;27/06/2002;B9;000087;DESPLAZAMIENTO A PLANTA PARA SUSTITUCION DE PRECAMARAS Y AJUSTE DE INYECTORES.;6;6;0;01;16;4;21;005;S
101;03;27/06/2002;B9;000087;SACAR MOTOR DE MAQUINA, DESPIECE, LIMPIEZA, SUSTITUCION DE MATERIAL NUEVO, AJUSTE Y PRUEBA DE LA MISMA;90;98,5;0;01;16;4;21;005;S
102;03;27/06/2002;B9;000087;REPARACION DE RADIADOR SEGUN PRESUPUESTO;0;10;0;01;16;4;0;010;S
103;03;27/06/2002;B9;000087;REPARACION DE ALTERNADOR SEGUN PRESUPUESTO;0;4;0;01;16;4;0;015;S
104;03;27/06/2002;B9;000087;REPARACION DE MOTOR DE ARRANQUE SEGUN PRESUPUESTO;0;4;0;01;16;4;0;020;S
101;04;27/06/2002;B9;000087;COLOCAR AVISADOR MARCHA ATRAS;4;4;0;01;16;4;21;005;S
101;05;27/06/2002;B9;000087;DESPLAZAMIENTO A PLANTA, DESMONTAR BOMBA HIDRAULICA Y COLOCACION DE LA MISMA UNA  VEZ REPARADA EN TALLER.HACER NIVEL DE HIDRAULICO;12,5;13,5;0;01;16;4;21;005;S
101;05;27/06/2002;B9;000087;REPARACION DE BOMBA EN TALER;1;0;0;01;16;4;21;010;N
101;01;05/07/2002;B9;000086;DESMONTAR AGUILON, REPASAR, SOLDAR, REFORZAR, MONTAR EN MAQUINA Y SOLDADURA DE BALANCIN;7;8,5;0;;0;0;21;005;S
800;01;30/06/2002;B9;000088;DESPLAZAMIENTO A PLANTA PARA REVISION DE TURBO;0,5;0,5;0;;0;0;21;005;S
101;01;02/08/2002;X8;000017;DESMONTAR EMBOLO COLOCACION DE KIT REGULACION Y MONTAJE;1;2,5;0;;0;0;50;005;S
800;01;30/09/2002;B9;000089;DESPLAZAMIENTO A HORMIGONES , DESMONTAR PULMON DE FRENO , PARA SU REPARACION EN TALLER Y MONTAJE;3;3;0;;0;0;21;005;S
101;02;30/09/2002;B9;000089;DESMONTAR PULMON, COLOCACION DE KIT DE REPARACION, CUERPO DE BOMBA Y MONTAJE DEL MISMO PARA SU COLOCACION EN MAQUINA;3;2,5;0;;0;0;21;005;S
100;01;30/09/2002;B8;000062;DESPLAZAMIENTO A CARTAYA , COMPROBACION DE SISTEMA HIDRAULICO;16,5;16,5;0;;0;0;14;005;S
101;01;28/10/2002;B8;000063;REPARAR BOMBA AGUA;0;0;0;;0;0;21;005;S
101;01;28/10/2002;B8;000064;PREPARAR MOTOR;9;9;0;;0;0;21;005;S
100;01;30/10/2002;B9;000090;REPARCION BOMBA DE AGUA;2;2;0;;0;0;14;005;S
800;01;10/10/2002;B9;000091;DESPLAZAMIENTO A ALCALA PARA REVISION DE MAQUINA;1;2,5;0;;0;0;21;005;S
101;02;10/10/2002;B9;000091;REPARAR DIFERENCIAL DELANTERO, CASQUILLOS DE AGUILON, BOMBA DE FRENOS, SOPORTE DE CRUCETA Y AJUSTE DE MANGUETAS DE DIRECCION;85;106,5;0;;0;0;21;005;S
800;01;02/07/2001;X8;000018;DESMONTAR MOLONO DE ALGODONALES, COLOCAR PRENSAS EN ARCOS, NIVELADO DE LAS MISMAS Y REPLANTEO DE CARGADOR Y BATIDORA.;209;204,5;0;;0;0;21;005;S
101;01;30/06/2002;X8;000019;COLOCAR CONMUTADOR EN CUADRO ELECTRICO;1,5;0;0;;0;0;21;005;N
