NUMTAR;FECORD;NUMORD;DESTAR;CODTER;MARCA
01;02/07/2008;000569;REPARAR AVERIA ELECTRICA;837;N
01;27/06/2008;000570;REPARACION DE TENSOR CADENA;1036;N
01;26/06/2008;000572;REPARACION ELECTRICA;919;N
01;26/06/2008;000573;REVISION DE AIRE AC Y CARGA;50;N
01;26/06/2008;000574;REPARACION ELECTRICA DE ALUMBRADO;50;N
01;27/06/2008;000575;REPARAR VALVULA DE DESCARGA;819;N
01;30/06/2008;000576;REVISION ELECTRICA;1035;N
01;24/06/2008;000571;REPARACION INSTALAC. ELECTRICA SISTEMA VELOCIDADES;266;N
01;30/06/2008;000577;PUESTA EN CONFORMIDAD;343;N
02;23/06/2008;000560;REPARACION EN TALLER;344;N
01;01/07/2008;000578;REVISION DE RADIADOR Y CAMBIO DE FILTROS Y ACEITE SU PROPIEDAD;994;N
01;01/07/2008;000579;CAMBIO DE 1000 HORAS;932;N
01;01/07/2008;000580;CAMBIO DE 250 HORAS;932;N
01;01/07/2008;000581;CAMBIO DE 500 HORAS;932;N
01;01/07/2008;000582;COMPROBACION ESPADIN DEPOSITO GASOIL;932;N
01;02/07/2008;000583;CAMBIO DE 500 HORAS;931;N
01;02/07/2008;000584;CAMBIO DE 500 HORAS;344;N
01;01/07/2008;000586;REVISION DE MAQUINA, SUSTITUIR FILTROS DE AIRE;50;N
01;02/07/2008;000587;REPARAR PULMON DE FRENO DELANTERO DERECHO;1032;N
01;02/07/2008;000588;REPARACION DE RADIADOR;1030;N
01;02/07/2008;000589;REPARACION DE RADIADOR;1030;N
01;02/07/2008;000590;CORREGIR PERDIDA DE HIDRAULICO;837;N
01;03/07/2008;000591;REVISION DE INYECCION  Y ARTICULACION CENTRAL;1035;N
03;24/04/2008;000350;REPARACION DE RADIADOR;1001;N
01;03/07/2008;000592;REPARACION DE SOPORTE DESCARGA DE BOBINAS;1030;N
01;04/07/2008;000593;CAMBIO 500 HORAS;343;N
01;04/07/2008;000594;CAMBIO 250 HORAS;50;N
01;02/07/2008;000595;REPARAR BLOQUE DISTRIBUIDOR;344;N
01;02/07/2008;000596;TUBO DE INYECCION ROTO;272;N
01;20/06/2008;000597;REPARACION DE AIRE ACONDICIONADO;289;N
01;02/07/2008;000598;REPARACION DE MOTOR;1039;N
02;02/07/2008;000587;REPARACION EN TALLER;1032;N
02;03/07/2008;000591;REPARAR EN TALLER;1035;N
01;04/07/2008;000599;PUESTA  EN CONFORMIDAD;343;N
01;07/07/2008;000600;REVISION DE ITV;343;N
01;07/07/2008;000601;CAMBIO DE 250 HORAS Y REPARAR AIRE AC.;343;N
01;08/07/2008;000602;PUESTA CONFORMIDAD;343;N
01;08/07/2008;000603;REVISAR PERDIDA DE AGUA POR CIGUEÑAL;932;N
01;07/07/2008;000604;REGULACION DE PRESIONES HIDRAULICAS;975;N
01;07/07/2008;000605;REGULACION DE CAJA VALVULAS;975;N
01;07/07/2008;000606;LIMPIEZA GENERAL;50;N
01;07/07/2008;000607;SUSTITUIR LATIGUILLOS DE ENGRASE;4;N
01;08/07/2008;000608;SALIDERO TUBO HIDRAULICO;837;N
01;08/07/2008;000609;REVISION DE SALIDEROS POR DISTRIBUIDOR;837;N
01;09/07/2008;000610;REVISION DE AIRE ACONDICIONADO;343;N
01;09/07/2008;000611;CAMBIO DE 500 HORAS;343;N
01;09/07/2008;000612;CAMBIO DE 250 HORAS;343;N
01;08/07/2008;000613;CORREGIR TOMA DE AIRE;1032;N
01;08/07/2008;000614;LIMPIEZA GENERAL;50;N
01;08/07/2008;000615;REPARACION CABLE FRENO MANO;278;N
01;09/07/2008;000616;DESPLAZAMIENTO A CANTERA, LIMPIEZA ACCESORIOS DE RADIADOR Y COLOCACION;150;N
01;10/07/2008;000617;CAMBIO DE 250 HORAS;344;N
01;09/07/2008;000618;REPARAR AIRE AC;994;N
01;10/07/2008;000619;REVISION DE AIRE ACONDICIONADO;343;N
01;09/07/2008;000620;REPARACION TENSOR CADENA;845;N
01;10/07/2008;000621;SISTEMA SEGURIDAD MOTOR;4;N
01;10/07/2008;000622;REPARAR SENSORES DE TEMPERATURA;4;N
01;10/07/2008;000623;REVISION DE MAQUINA;150;N
01;10/07/2008;000624;CAMPAÑA DE CAMBIO DE CARTE;272;N
01;10/07/2008;000625;CAMBIO DE 500 HORAS;343;N
01;09/07/2008;000626;COLOCAR ACELADOR DE BOMBA INYECTORA;837;N
01;03/07/2008;000627;REPARAR MANDO;1024;N
01;10/07/2008;000628;CORREGIR PERDIDA DE ACEITE;344;N
01;10/07/2008;000629;SUSTITUIR CORREAS Y TENSOR DE CORREA;344;N
01;10/07/2008;000630;REPARAR PLATAFORMA COGIDA DE PINZAS;932;N
02;10/07/2008;000630;REPARACION EN TALLER;932;N
01;10/07/2008;000631;REVISION DE MANDO PALA , CENTRAL DE ENGRASE Y SALIDEROS DE ACEITE;58;N
02;01/07/2008;000324;REPONER ACEITE HIDRAULICO;344;N
01;10/07/2008;000632;COLOCACION DE TURBO DE SU PROPIEDAD;1057;N
02;18/06/2008;000528;REPARACION EN TALLER;344;N
01;11/07/2008;000633;CAMBIO DE 500 HORAS;344;N
01;14/07/2008;000634;REVISION ACUMULADORES DEL FLOTANTE DE PALA;1017;N
02;14/07/2008;000634;REPARACION EN TALLER;1017;N
01;11/07/2008;000635;SUSTITUIR CORREA ALTERNADOR Y A/A;344;N
01;14/07/2008;000636;CAMPAÑA DE CAMBIO DE CARTE;272;N
01;15/07/2008;000637;REVISION DE MAQUINAS;50;N
01;15/07/2008;000638;REVISION DE RUIDO DE MOTOR;272;N
01;15/07/2008;000639;FALLO INTERRUPOR CAMBIO DE VELOCIDADES;344;N
01;16/07/2008;000640;CAMBIO DE 250 HORAS;33;N
01;16/07/2008;000641;REVISION DE AIRE ACONDICIONADO;344;N
01;16/07/2008;000642;CAMBIO DE 500 H.;50;N
01;16/07/2008;000643;REPARAR TUBO ENFRIADOR Y CORREGIR PERDIDAS DE ENGRASE;50;N
01;16/07/2008;000644;REPARAR INSTALACION ELECTRICA, E INSTALAR CONTROLODADOR DE NIVEL;50;N
01;16/07/2008;000645;REPARAR VALVULAS HIDRAULICAS DE SEGURIDAD;48;N
01;18/07/2008;000646;CAMBIO DE 250 HORAS;343;N
01;17/07/2008;000647;CORREGIR PERDIDAS DE ACEITE;344;N
01;17/07/2008;000648;REPARACION DE CILINDROS DE ELEVACION;975;N
01;17/07/2008;000649;REPARACION DE MOTOR;1030;N
02;25/06/2008;000549;REPARACION EN TALLER;150;N
01;17/07/2008;000650;REPARACION DE MARTILLO;951;S
01;18/07/2008;000652;CAMBIO DE 500 HORAS;50;N
01;18/07/2008;000654;REPARACION DE AIRE AC.;150;N
01;21/07/2008;000655;SUSTITUIR RETEN RUEDA DELANTERA IZQ. Y REPARAC. ELECTRICA DE VELOCIDADES;918;N
01;21/07/2008;000656;SUSTITUCION DE TURBO;50;N
01;22/07/2008;000657;CAMBIO DE 500 HORAS.;343;N
01;22/07/2008;000658;CAMBIO DE 250 HORAS.;343;N
01;22/07/2008;000659;CAMBIO DE 250 HORAS.;343;N
02;17/07/2008;000648;REPARACION EN TALLER;975;N
01;22/07/2008;000660;REPARACION DE AIRE AC.;845;N
01;21/07/2008;000661;REPARACION  DE MOTOR;975;N
01;22/07/2008;000662;REVISION DE FALLOS ELECTRICOS;845;N
01;22/07/2008;000665;PUESTA EN CONFORMIDAD;343;N
01;22/07/2008;000666;PUESTA EN CONFORMIDAD;343;N
01;22/07/2008;000667;PUESTA EN CONFORMIDAD;343;N
01;22/07/2008;000668;PUESTA EN CONFORMIDAD;343;N
01;22/07/2008;000669;PUESTA EN CONFORMIDAD;343;N
01;22/07/2008;000670;CAMBIO DE 1000 H.;932;N
01;22/07/2008;000671;REPARACION ENFRIADOR ACEITE HIDRAULICO;50;N
01;22/07/2008;000672;CAMBIO DE 250 H;345;N
01;22/07/2008;000673;SUSTITUCION DE EMPAQUETADURAS A CILINDRO HIDRAULICO;1006;N
01;23/07/2008;000674;SUSTITUCION CABLE DE PARE;1030;N
01;23/07/2008;000675;SUSTITUCION DE TUBERIA HIDRAULICA;345;N
01;22/07/2008;000676;REPARACION DE GRUPO Y TRANSMISION;837;N
01;23/07/2008;000677;FALLO EN REVOLUCIONES DE MOTOR;253;N
01;23/07/2008;000678;AJUSTAR TORNILLO DE CRUCETA;4;N
01;23/07/2008;000679;SUSTITUIR LATIGUILLO HIDRAULICO;1021;N
01;24/07/2008;000680;REPARACION BOMBA HIDRAULICA;837;N
02;24/07/2008;000680;REPARACION EN TALLER;837;N
01;25/07/2008;000681;CAMBIO DE 250 H.;931;N
01;25/07/2008;000682;CAMBIO 250 HORAS;343;N
01;25/07/2008;000683;CAMBIO 500 HORAS;343;N
01;24/07/2008;000684;REVISION DE MOTOR;36;N
01;24/07/2008;000685;REPARAR FRENO DE GIRO;408;N
02;22/07/2008;000672;ENTREGA DE BIDON AC. HDCO.;345;N
01;28/07/2008;000686;CAMBIO DE 1000 H.;932;N
01;28/07/2008;000687;CAMBIO DE 250 H.;932;N
01;28/07/2008;000688;CAMBIO DE 250 H.;932;N
01;28/07/2008;000689;CAMBIO DE 250 H;345;N
01;28/07/2008;000690;REPARACION DE AIRE AC.;343;N
01;28/07/2008;000691;CAMBIO DE 250 H.;343;N
01;28/07/2008;000692;CAMBIO DE 500 H.;343;N
01;28/07/2008;000693;CAMBIO DE 250 H.;343;N
01;28/07/2008;000694;CAMBIO DE 1000 H.;343;N
01;21/07/2008;000695;REPARACION ELECTRICA;919;N
01;25/07/2008;000696;REVISION DE BOMBAS HIDRAULICAS;1001;N
02;25/07/2008;000681;REVISION DE INDICADOR;931;N
01;28/07/2008;000697;REPARACION DE BULON ;1030;N
01;28/07/2008;000698;REVISAR PERDIDA DE AIRE DE FRENOS;983;N
01;29/07/2008;000699;SUSTITUCION DE TUBO HIDRAULICO DE ELEVACION;343;N
01;29/07/2008;000700;SUSTITUIR VARILLA DE SUJECCION DE MANDOS;1030;N
01;28/07/2008;000701;REPARAR CASQUILLOS , BULONES DE AGUILON , RETEN  BUJE , JUNTA CARTER , PASTILLAS FRENO MANO;345;S
01;28/07/2008;000702;SUSTITUIR CABLE DE FRENO MANO;932;N
01;28/07/2008;000703;REVISAR FUGA ACEITE POR EL SOBRANTE;932;N
02;28/07/2008;000689;LIMPIEZA DE FILTROS Y RADIADOR;345;N
02;21/07/2008;000655;REPARACION EN TALLER;918;N
01;24/07/2008;000704;SUSTITUIR CORREA ;344;N
01;29/07/2008;000705;SUSTITUIR SENSOR BOMBA HIDRAULICA;983;N
01;29/07/2008;000706;SUSTITUIR LATIGUILLO DE FRENOS Y REPARA VALVULA;837;N
01;29/07/2008;000707;SUSTITUIR CORREAS;837;N
01;29/07/2008;000708;REPARACION DE FRENOS;976;N
01;29/07/2008;000709;REVISAR CIRCUITO DE GASOIL;343;N
01;29/07/2008;000710;CORREGIR PERDIDA DE HIDRAULICO ;968;N
01;29/07/2008;000711;SUSTITUCION DE LATIGUILLO;343;N
01;30/07/2008;000712;CAMBIO 500 HORAS.;344;N
01;30/07/2008;000713;REPARAR FALLO DE AIRE AC.;1021;N
01;30/07/2008;000714;CAMBIO 500 HORAS;344;N
02;28/07/2008;000698;REPARACION EN TALLER;983;N
01;30/07/2008;000715;SUSTITUCION DE LUNA;50;N
01;30/07/2008;000716;REVISAR MAQUINA Y REPARAR MOTOR ELEVADOR CAPO;50;N
01;30/07/2008;000717;SUSTITUCION DE CRUCETAS DEL CARDAN.;343;N
01;31/07/2008;000718;CAMBIO DE 1000 HORAS;58;N
01;30/07/2008;000719;COLOCAR CADENA Y TENSAR;952;N
01;30/07/2008;000720;REVISAR MAQUINA PARA PRESUPUESTO;952;N
01;31/07/2008;000721;FALLO DE ALTERNADOR;1030;N
01;01/08/2008;000722;FALLO EN AIRE ACONDICINADO;345;N
01;31/07/2008;000724;REPARACION DE CILINDRO DE CUCHARON;58;N
01;31/07/2008;000725;REPARACION MOTOR TRASLACION IZQUIERDO;1005;N
01;31/07/2008;000726;REPARACION DE TURBO;344;N
02;17/07/2008;000649;REPARACION FUERA DE PRESUPUESTO;1030;N
01;04/08/2008;000727;SUSTITUIR LATIGUILLO;343;N
01;31/07/2008;000728;SUSTITUIR MOTOR DE ARRANQUE;837;N
01;01/08/2008;000729;SUSTITUCION DE MODULO DE MOTOR;272;N
01;01/08/2008;000730;REPARAR AIRE AC;150;N
01;04/08/2008;000731;REPARACION DE BOMBAS DE DIRECCION Y FRENOS;253;N
01;04/08/2008;000732;REVISION ELECTRICA;932;N
02;31/07/2008;000724;REPARACION EN TALLER;58;N
01;04/08/2008;000733;REPARACION DE CUCHARON;33;N
02;30/07/2008;000717;REPARACION EN TALLER;343;N
01;05/08/2008;000734;REVISION ELECTRICA;4;N
01;05/08/2008;000735;CAMBIO 250 H Y REVISAR TODAS LAS MAQUINAS;50;N
01;05/08/2008;000736;REVISION ELECTRICA;65;N
01;06/08/2008;000737;CAMBIO DE 250 HORAS;343;N
01;06/08/2008;000738;REVISION DE CENTRAL DE ENGRASE;344;N
01;06/08/2008;000739;REPARACION DE BALANCIN TRASERO;4;N
02;06/08/2008;000739;REPARACION EN TALLER;4;N
01;06/08/2008;000740;REVISION DE SALIDEROS DE ACEITE;344;N
01;04/08/2008;000741;REVISION DE SALIDERO ACEITE TUBERIA TURBO;344;N
01;06/08/2008;000742;REVISION DE SALIDEROS ACEITE;344;N
01;06/08/2008;000743;CAMBIO DE 500 HORAS;50;N
01;06/08/2008;000744;CAMBIO DE 250 HORAS;50;N
01;06/08/2008;000745;REVISION DE AVERIA CENTRAL DE ENGRASE Y SENSOR TRANSMISION;50;N
01;07/08/2008;000746;REPARACION DE AIRE AC, RETENES DE RUEDAS Y JUNTA BALANCINES;343;N
01;08/08/2008;000747;CARGA DE AIRE ACONDICIONADO;845;N
01;08/08/2008;000749;HACER NIVEL DE HIDRAULICO;344;N
01;08/08/2008;000750;REPARACION DE FRENOS Y REDUCTORES;975;N
01;11/08/2008;000751;REVISION DE CARDAN CENTRAL;343;N
02;08/08/2008;000750;REPARACION EN TALLER SEGUN PRESUPUESTO;975;N
01;08/08/2008;000752;CAMBIO DE 2000 HORAS;343;N
01;11/08/2008;000753;CAMBIO DE 500 HORAS;343;N
01;11/08/2008;000754;CAMBIO DE 500 HORAS;343;N
02;11/08/2008;000751;REPARACION EN TALLER;343;N
01;12/08/2008;000755;REVISION DE MOTOR  ARRANQUE;150;N
01;12/08/2008;000756;REVISION DE BOTELLAS DE ALTO VOLTEO;1030;N
02;12/08/2008;000756;REPARACION EN TALLER;1030;N
01;12/08/2008;000757;REVISION DE REDUCTOR IZQUIERDO DE CARRETILLA;1030;N
01;11/08/2008;000758;REVISION DE MAQUINA SALIDEROS Y BAJADA DE CAZO;343;N
01;12/08/2008;000759;FALLO DE ARRANQUE;50;N
01;11/08/2008;000761;REPARACION DE ACELERADOR DE MAQUINA;344;N
02;09/07/2008;000618;REPARACION EN TALLER;994;N
01;13/08/2008;000762;COMPROBAR RUIDO EN PUENTE TRASERO;344;N
01;13/08/2008;000763;CORREGIR PERDIDAS DE ACEITE;344;N
02;11/08/2008;000761;REPARACION EN TALLER;344;N
01;14/08/2008;000764;REVISION DE AIRE ACONDICIONADO;4;N
01;14/08/2008;000765;REVISION DE FRENOS;918;N
01;18/08/2008;000766;SUSTITUCION DE BATERIA;344;N
01;18/08/2008;000767;REVISION DE CAMBIO DE VELOCIDADES;343;N
01;18/08/2008;000768;REVISION DE AGUILON;1030;N
01;18/08/2008;000769;COMPROBACION PERDIDAS DE AIRE DE LOS FRENOS Y DESMONTAJE DE 2 PULMONES DE FRENO DELANTERO;1007;N
01;18/08/2008;000770;PUESTA EN CONFORMIDAD;343;N
01;18/08/2008;000771;CAMBIO DE 250 HORAS;343;N
01;18/08/2008;000772;SUSTITUCION DE CORREAS;343;N
01;19/08/2008;000773;REPARACION DE A/A;343;N
01;19/08/2008;000774;SUSTITUCION DE MOTOR DE ARRANQUE EN GARANTIA;837;N
01;19/08/2008;000775;CAMBIO DE 2000 HORAS;952;N
01;20/08/2008;000776;CAMBIO 500 HORAS;343;N
01;20/08/2008;000777;REVISAR Y REPARAR PUERTA TRASERA;343;N
01;20/08/2008;000778;CAMBIO 250 HORAS;343;N
01;19/08/2008;000779;REPARACION DE PALANCA FRENO MANO;343;N
01;19/08/2008;000780;REPARACION DE FLEXO ESCAPE;343;N
01;20/08/2008;000781;REVISION DE AIRE ACONDICICONADO;289;N
01;19/08/2008;000782;FALLO EN ARRANQUE DE CAMION;344;N
01;21/08/2008;000783;DESMONTAJE REDUCTOR DERECHO;1001;N
01;22/08/2008;000784;CAMBIO DE 2000 HORAS.;57;N
01;22/08/2008;000785;REPARACION DE CONDENSADOR AIRE ACONDICIONADO;345;N
01;22/08/2008;000786;CAMBIO DE ACEITE ;57;N
01;22/08/2008;000787;REPARACION DE ESCALERILLA;1030;N
01;25/08/2008;000788;SUSTITUCION DE LATIGUILLO HIDRAULICO DE DIRECCION;932;N
01;25/08/2008;000789;SUSTITUIR TUBO GASOIL DE SOBRANTE Y REVISAR PERDIDA POR BOTELLA VOLTEO;345;N
01;25/08/2008;000790;SUSTITUCION DE LATIGUILLO ;983;N
01;25/08/2008;000791;CAMBIO DE 1000 HORAS;343;N
01;25/08/2008;000792;REVISION DE BOMBA DE GIRO;837;N
02;25/08/2008;000792;REPARACION EN TALLER;837;N
01;26/08/2008;000793;FALLO EN VELOCIDADES;1035;N
01;14/08/2008;000794;REPARAR FALLO ELECTRICO EN CONTACTO;4;N
01;22/08/2008;000795;REPARACION DE MAQUINA EN TALLER;825;N
01;26/08/2008;000796;CAMBIO DE 2000 HORAS;50;N
01;26/08/2008;000797;CAMBIO DE250 HORAS;345;N
01;26/08/2008;000798;REVISION DE CIERRE PORTALON TRASERO;345;N
01;27/08/2008;000799;REVISION ELECTRICA;837;N
01;27/08/2008;000800;REVISION DE LUZ Y AVISADOR ACUSTICO MARCHA ATRAS;837;N
01;26/08/2008;000801;REVISION DE MOTOR EN PLANTA MOVIL;975;N
01;26/08/2008;000802;CAMBIO DE 500 HORAS;975;N
01;28/08/2008;000803;CAMBIO 250 HORAS;932;N
01;28/08/2008;000804;CAMBIO DE 2000 HORAS;932;N
01;28/08/2008;000805;FALLO EN CENTRAL DE ENGRASE;344;N
01;25/08/2008;000806;REVISION ELECTRICA , FRENO MANO  Y BASCULANTE DE CIERRE;345;N
01;28/08/2008;000807;FALLO EN AIRE ACONDICIONADO;343;N
01;20/08/2008;000808;REVISAR FALLO DE INYECCION;288;N
01;29/08/2008;000809;SUSTITUCION BOMBA DE AGUA Y TUBO INYECTOR;4;N
01;29/08/2008;000810;CAMBIO 250 HORAS;344;N
01;29/08/2008;000811;CAMBIO 250 HORAS;344;N
01;26/08/2008;000812;REGLAJE DE VALVULAS;983;N
01;25/08/2008;000813;FALLO DE CORRIENTE;845;N
01;28/08/2008;000814;FALLO EN CARGA Y DESCARGA DE BATERIAS;344;N
01;28/08/2008;000815;REVISION DE SALIDEROS MANDO PALA;65;N
02;29/08/2008;000810;REVISION DE MAQUINA;344;N
01;01/09/2008;000816;CAMBIO DE 1000 HORAS;50;N
01;01/09/2008;000817;CAMBIO DE 250 HORAS;343;N
01;02/09/2008;000818;REPARACION ELECTRICA;819;N
01;19/08/2008;000819;CAMBIAR CANTONERAS Y CUCHILLA, REVISION;50;N
01;19/08/2008;000820;REVISION DE MAQUINA Y LIMPIEZA;50;N
01;02/09/2008;000821;FALLO ELECTRICO;343;N
01;29/08/2008;000822;REVISION GENERAL DE MAQUINAS;50;N
01;03/09/2008;000823;REVISION DE TRANSMISION;345;N
01;25/08/2008;000824;REVISION DE MOTOR;272;N
01;01/09/2008;000825;REPARARACION DE REDUCTOR BARRENA PERFORADORA;837;N
01;04/09/2008;000826;FALLO DE VELOCIDADES;932;N
02;14/08/2008;000765;REPARACION EN TALLER;918;N
02;18/08/2008;000769;REPARACION EN TALLER;1007;N
01;04/09/2008;000827;FUGA ACEITE POR BOMBA INYECTORA Y SALIDERO DE REFRIGUERANTE POR MANGUITO;272;N
02;08/07/2008;000602;REPARACION EN TALLER;343;N
02;12/08/2008;000757;REPARACION EN TALLER;1030;N
02;21/08/2008;000783;REPARACION EN TALLER;1001;N
01;04/09/2008;000828;SUSTITUCION INTERRUPTOR DE VELOCIDADES;402;N
01;04/09/2008;000829;CAMBIO 1000 HORAS;1002;N
01;04/09/2008;000831;SUSTITUCION DE BATERIA Y REVISAR CIRCUITO GASOIL;4;N
01;04/09/2008;000833;REVISION DE VENTILADOR;402;N
01;05/09/2008;000834;REPARACION DE TUBOS HIDRAULICOS DE TELESCOPICA;53;N
01;08/09/2008;000835;CAMBIO 250 HORAS;344;N
01;08/09/2008;000836;CAMBIO 1000 HORAS;344;N
01;08/09/2008;000837;SUSTITUCION ZAPATAS DE FRENO;344;N
01;05/09/2008;000838;REPARACION DE ALTERNADOR;837;N
01;08/09/2008;000839;REVISION DE LUCES;975;N
01;08/09/2008;000840;FALLO AL ARRANCAR LA MAQUINA;931;N
01;08/09/2008;000841;REVION DE ORBITROL DIRECCION Y SALIDERO ACEITE;1007;N
02;08/09/2008;000841;REPARACION EN TALLER;1007;N
01;09/09/2008;000842;CAMBIO 250 HORAS;343;N
01;09/09/2008;000843;CAMBIO DE 1000 HORAS;343;N
01;09/09/2008;000844;CAMBIO 250 HORAS;344;N
01;09/09/2008;000845;CAMBIO 250 HORAS;344;N
01;09/09/2008;000846;CAMBIO 250 HORAS;345;N
01;09/09/2008;000847;REVISION DE PROBLEMA HIDRAULICO;975;N
01;10/09/2008;000848;CAMBIO DE 2000 HORAS;343;N
01;10/09/2008;000849;CAMBIO 1000 HORAS;343;N
01;09/09/2008;000850;FALLO EN ARRANQUE DE COMPRESOR;344;N
02;09/09/2008;000846;SUSTITUIR CORREAS Y REFRIGERANTE;345;N
02;29/08/2008;000811;SUSTITUCION DE ACUMULADOR;344;N
01;11/09/2008;000851;CAMBIO DE 2000 HORAS;931;N
02;24/07/2008;000684;REPARACION EN TALLER;36;N
01;11/09/2008;000852;REVISION DE ARRANQUE DE MAQUINA;402;N
01;11/09/2008;000853;REVISION DE CIRCUITO ELECTRICO;289;N
01;12/09/2008;000854;SUSTITUCION DE BOMBIN DE ARRANQUE Y MANDO DE MARCHAS;345;N
01;11/09/2008;000855;REVISION DE MAQUINAS;4;N
01;11/09/2008;000856;REVISION DE SALIDERO POR TUBO HIDRAULICO;33;N
01;11/09/2008;000857;REVISION DE SALIDERO ACEITE POR MOTOR ARRANQUE Y BOMBA INYECTORA;33;N
02;28/07/2008;000701;MATERIAL FUERA DEL PRESUPUESTO;345;N
01;11/09/2008;000858;REPARACION DE TRANSMISION;402;N
02;11/09/2008;000858;REPARACION EN TALLER;402;N
01;15/09/2008;000859;CAMBIO DE 250 HORAS;343;N
02;04/08/2008;000731;REPARACION EN TALLER;253;N
01;15/09/2008;000860;REVISION DE MOTOR ;272;N
01;15/09/2008;000861;REPARACION DE RADIADOR;932;N
01;15/09/2008;000862;REPARACION DE ELECTROVALVULA Y CERRADURA;344;N
01;16/09/2008;000863;CAMBIO DE 250 HORAS;50;N
01;16/09/2008;000864;CAMBIO DE 250 HORAS;50;N
01;16/09/2008;000866;REVISION DE AIRE ACONDICIONADO;343;N
01;15/09/2008;000867;REVISION DE TRACTOR PARADO;958;N
01;16/09/2008;000868;REVISION DE MAQUINA;50;N
01;16/09/2008;000869;REPARACION DE BOTELLA DE CAZO;266;N
01;21/08/2008;000870;REVISION DE LUCES Y REVISAR CALEFACCION;50;N
01;08/09/2008;000871;REPARACION EMISORA RADIO;50;N
01;16/09/2008;000872;PERDIDA DE GASOIL;1030;N
01;10/09/2008;000873;REPARAR SOPORTE DE LATIGUILLO;344;N
02;10/09/2008;000873;REPARACION EN TALLER;344;N
01;10/09/2008;000874;REVISION DE MAQUINAS;50;N
01;17/09/2008;000875;REVISION DE CIRCUITO FRENOS ELETROVALVULA;952;N
01;17/09/2008;000876;REVISION DE TUBO HIDRAULICO DE FILTRO;50;N
01;05/09/2008;000877;REPARACION DE MOTOR;975;N
01;05/09/2008;000878;REVISION DE PERDIDA DE ACEITE;50;N
01;18/09/2008;000879;REVISION DE INYECTORES;4;N
02;08/09/2008;000877;REPARACION EN TALLER;975;N
01;21/10/2008;000880;REPARAR BOMBA SISTEMA DE ENGRASE;50;N
01;23/09/2008;000881;REPARACION TUBOS HIDRAULICOS;966;N
01;23/09/2008;000882;CAMBIO DE 250 HORAS;932;N
01;23/09/2008;000883;CAMBIO 205 HORAS;932;N
01;23/09/2008;000884;CAMBIO DE 500 HORAS;932;N
01;24/09/2008;000886;INSTALACION CINTURON SEGURIDAD;932;N
01;24/09/2008;000887;INSTALACION SUBCUCHILLAS Y SUBCANTONERAS;345;N
01;26/09/2008;000885;CAMBIO 1000 HORAS;343;N
01;23/09/2008;000888;REVISION DE CARDAN CENTRAL QUITACIMBRE Y BOTELLA VOLTEO;837;N
02;23/09/2008;000888;REPARACION EN TALLER;837;N
01;24/09/2008;000889;REPARACION MANGUITO HIDRAULICO;932;N
01;24/09/2008;000890;CORREGIR SALIDEROS ACEITE;344;N
01;25/09/2008;000891;CAMBIO 500 HORAS;344;N
01;25/09/2008;000893;CAMBIO DE LAS 500 HORAS;343;N
01;25/09/2008;000894;CAMBIO DE LAS 250 H;343;N
01;25/09/2008;000895;COLOCACION TUBO DE FRENO;932;N
01;17/10/2008;000896;SUSTITUCION DE SENSOR DE FRENOS Y PASTILLAS;345;N
01;24/09/2008;000897;REVISION DE EMBRAGUE TRACTOR;958;N
01;25/09/2008;000899;FALLO EN  DIRECCION Y ELEVACION DE CABINA;1030;N
01;24/09/2008;000900;REPARACION DE CRISTAL DELANTERO Y LATERAL ;50;N
01;26/09/2008;000901;CAMBIO 250 HORAS;50;N
01;26/09/2008;000902;SUSTITUCION BOMBA TRANSFERENCIA;266;N
01;25/09/2008;000892;CAMBIO DE 500 H.;343;N
01;26/09/2008;000903;REVISION DE MAQUINA POR NO ARRANCAR;343;N
01;26/09/2008;000904;CAMBIO DE 250 HORAS Y REPARACION DE BOTELLA ELEVACION DERECHA;343;N
01;29/09/2008;000905;CAMBIO DE 250 HORAS;343;N
01;29/09/2008;000906;CAMBIO DE 500 HORAS;343;N
01;29/09/2008;000907;REPARACION DE SENSOR CORTE PALA;344;N
01;26/09/2008;000908;REPARACION DE ACUMULADOR Y REPARACION COGIDA DE MARTILLO;837;N
01;28/09/2008;000909;REPARACION DE MOTOR;65;N
01;25/09/2008;000910;SUSTITUIR CANTONERAS Y DAR VUELTA A CUCHILLAS;50;N
01;29/09/2008;000911;FALLO DEL CAPTADOR VUELTAS CIGUENAL;343;N
01;29/09/2008;000912;REVISION DE SOPORTE FILTRO TRANSMISION ;1020;N
01;30/09/2008;000913;CAMBIO DE 250 HORAS;343;N
01;30/09/2008;000914;REVISION DE MAQUINA POR TEMPERATURA Y SOLENOIDE DE BOMBA;402;N
01;25/09/2008;000915;REVISION DE MOTOR;272;N
01;30/09/2008;000916;AVERIA DE CALENTAMIENTO MOTOR;150;N
01;01/10/2008;000918;REVISION DE SALIDERO HIDRAULICO;983;N
01;29/09/2008;000919;REVISION DEL SENSOR PRESION ACEITE MOTOR;932;N
01;02/10/2008;000921;CAMBIO DE CANTONERAS;50;N
03;17/06/2008;000537;MATERIAL FUERA DE PRESUPUESTO;266;N
01;02/10/2008;000922;CAMBIO DE 250 HORAS;343;N
01;02/10/2008;000923;REVISION DE LUCES;345;N
01;02/10/2008;000924;REVISION DE LUCES;345;N
01;03/10/2008;000925;REVISION DE TUBO GASOIL;58;N
