DOCFEC;DOCSER;DOCNUM;CODTER;DTOCAB;FORPAG;BASEBAS;IMPTBAS;RECBAS;FECORD;NUMORD;CODMAQ;FECENT;OBSERV;MARCAD;PORTES;PORFIN;RFDPP;ALBSER;ALBNUM;DESHOR;PREHOR;NUMKM;PREKM;DIETENT
PLAZO DE ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
03/06/2011;21;000169;1110;0;45;597,34;107,52;0;;;SAMSUNG;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. SOLO SE PRESUPUESTA EL MATERIAL, NO MANO DE OBRA. COMPRSOR DE INTERCAMBIO.;;0;0;0;;;0;0;0;0;0
03/06/2011;21;000170;1;0;11;3443,48;619,83;0;19/05/2011;000464;KOMATSU;;PLAZO DE ENTREGA DEL TURBO 4 DIAS ;;0;0;0;20;000560;0;0;0;0;0
06/06/2011;24;000227;1278;0;40;1057,68;190,38;0;;;;;VALIDEZ PRESUP. 15 DIAS 
PLAZO DE ENTREGA 6/7 DIAS;;0;0;0;;;0;0;0;0;0
06/06/2011;24;000228;1269;0;49;69,6;12,53;0;;;;;VALIDEZ PRESP. 15 DIAS 
PLAZO DE ENTREGA 7/8 DIAS;;0;0;0;;;0;0;0;0;0
06/06/2011;24;000229;1097;0;50;500,3;90,05;0;;;HD 465-5 Nº 0422;;VALIDEZ PRESP. 15 DIAS 
PLAZO DE ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
06/06/2011;24;000230;1097;0;50;1579,73;284,35;0;;;HD 465-5 Nº0416;;VALIDEZ PRESP. 15 DIAS 
PLAZO DE ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
06/06/2011;24;000231;1091;0;50;1148,4;206,71;0;;;D65E-12;;VALIDEZ PRESP. 15 DIAS 
PLAZO DE ENTREGA BRUSELAS;;0;0;0;;;0;0;0;0;0
06/06/2011;24;000232;1091;0;50;760,32;136,86;0;;;D65E-12;;VALIDEZ PRESP. 15 DIAS 
PLAZO DE ENTREGA BRUSELAS;;0;0;0;;;0;0;0;0;0
06/06/2011;24;000233;1271;0;0;85,93;15,47;0;;;SK714-5;;VALIDEZ PRESP. 15 DIAS 
PLAZO DE ENTREGA 1/2 DIAS;;0;0;0;;;0;0;0;0;0
07/06/2011;21;000171;253;0;3;556,8;100,22;0;;;;;PET. PRESUPUESTO S. REF.: 46382 SSG - PLAZO DE NTREGA 10 DÍAS - VALIDEZ DE LA OFERTA 30 DÍAS;;0;0;0;;;0;0;0;0;0
07/06/2011;21;000172;253;0;3;381,53;68,68;0;;;;;PET. PRESUPUESTO MATERIAL ORIGINAL CATERPILLAR S. REF.:46337 SSG - PLAZO DE NTREGA 10 DÍAS - VALIDEZ DE LA OFERTA 30 DÍAS;;0;0;0;;;0;0;0;0;0
07/06/2011;21;000173;253;0;3;212,24;38,2;0;;;;;PET. PRESUPUESTO MATERIAL S. REF: 46203 SSG SSG - PLAZO DE NTREGA 10 DÍAS - VALIDEZ DE LA OFERTA 30 DÍAS- 7N0718 OFERTADO EN ORIGINAL - RESTO DE REFERENCIAS SOLICITADAS SOLO SIDPONIBLES EN ALTERNATIVO;;0;0;0;;;0;0;0;0;0
07/06/2011;21;000174;300;0;1;2037;366,66;0;;;V60E;;PLAZO DE ENTREGA DEL MATERIAL 2 O 3 DIAS;;0;0;0;;;0;0;0;0;0
08/06/2011;24;000234;1171;0;48;246,49;44,37;0;;;PC240NLC-7;;VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
08/06/2011;24;000235;291;0;45;150,96;27,17;0;;;;;WA320-1 (20769)
VALIDEZ PRESP. 15 DIAS
PLAZO ENTREGA 2 DIAS ;;0;0;0;;;0;0;0;0;0
08/06/2011;24;000236;1097;0;50;92,58;16,66;0;;;HD 465-5 Nº 0422;;VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
09/06/2011;24;000237;1097;0;50;191,07;34,39;0;;;HD 465-5 Nº 0422;;VALIODEZ PRESP. 15 DIAS 
PLAZO DE ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
09/06/2011;21;000175;1181;0;3;420,21;75,64;0;;;WA480-5H;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. SOLO SE PRESUPUESTA EL MATERIAL, NO MANO DE OBRA. ;;0;0;0;;;0;0;0;0;0
09/06/2011;21;000176;1181;0;3;23,68;4,26;0;;;DP366C;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. SOLO SE PRESUPUESTA EL MATERIAL, NO MANO DE OBRA. ;;0;0;0;;;0;0;0;0;0
09/06/2011;21;000177;1224;0;52;2394,61;431,03;0;;;;;PRESUPUESTO DE MODIFICACION DE SISTEMA DE AIRE ACONDICIONADO. POR FAVOR,  FIRMAR, DNI Y SELLO PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS.;;0;0;0;;;2;169;0;0;30
09/06/2011;21;000178;1115;0;48;311,04;55,99;0;;;PC340NLC-6K;;PLAZO DE ENTREGA DEL MATERIAL 3 DIAS. MANDAR ACEPTADO EL PRESUPUESTO PARA SU PEDIDO, VALIDEZ DEL PRESUPUESTO 15 DIAS;;0;0;0;;;0;0;0;0;0
09/06/2011;21;000179;1121;0;49;197,8;35,6;0;09/06/2011;000465;PW220-7K;; ;;0;0;0;20;000468;0;0;0;0;0
09/06/2011;21;000180;9;0;45;20,04;3,61;0;;;;;PRESUPUESTO TUBERIA KOKE - SEGUN MUESTRA - PARA ELECCION ENTRE FLEXIBLE Y RIGIDA;;0;0;0;;;0;0;0;0;0
09/06/2011;21;000181;1264;0;0;170;30,6;0;10/06/2011;000467;PERFORADORA SOILMEC;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS.;;0;0;0;20;000458;0;0;0;0;0
10/06/2011;24;000238;1091;0;50;122,53;22,06;0;;;HD 465-7 Nº 0439;;VALIDEZ PRESP. 15 DIAS 
PLAZO DE ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
13/06/2011;21;000182;1198;0;0;3278;590,04;0;;;LAVERDA 306;;PLAZO DE ENTREGA DEL MATERIAL 6 A 8 DIAS. ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO, VALIDEZ DEL PRESUPUESTO 15 DIAS;;0;0;0;;;1;113;0;0;15
13/06/2011;24;000239;1091;0;50;81,12;14,6;0;;;HD 465-5 Nº0416;;VALIDEZ PRESP. 15 DIAS 
PLAZO DE ENTREGA BRUSELAS;;0;0;0;;;0;0;0;0;0
13/06/2011;21;000183;1198;0;0;1388,36;249,9;0;;;LAVERDA 306;;PLAZO DE ENTREGA DEL MATERIAL 6 A 8 DIAS. ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO, VALIDEZ DEL PRESUPUESTO 15 DIAS;;0;0;0;;;0;0;0;0;0
14/06/2011;24;000240;1171;0;48;201,02;36,18;0;;;;;VALIDEZ PRESP. 15 DIAS 
PLAZO DE ENTREGA 2 DIAS;;0;0;0;;;0;0;0;0;0
14/06/2011;24;000241;1091;0;50;2207,7;397,39;0;;;;;VALIDEZ PRESP. 15 DIAS
PLAZO DE ENTREGA BRUSELAS;;0;0;0;;;0;0;0;0;0
16/06/2011;24;000242;1091;0;50;92,98;16,74;0;;;PC 1100 Nº 0215;;VALIDEZ PRESP. 15 DIAS 
PLAZO DE ENTREGA BRUSELAS;;0;0;0;;;0;0;0;0;0
16/06/2011;24;000243;1091;0;50;421,15;75,81;0;;;HD 465-5 Nº0416;;VALIDEZ PRESP. 15 DIAS 
PLAZO DE ENTREGA BRUSELAS;;0;0;0;;;0;0;0;0;0
16/06/2011;24;000244;291;0;45;166,48;29,97;0;;;;;MOTOR CUMMINS 70000505
VALIDEZ PRESUP. 15 DIAS 
PLAZO DE ENTREGA 2 DIAS;;0;0;0;;;0;0;0;0;0
16/06/2011;24;000245;1091;0;50;947,21;170,5;0;;;;;HD465-7EO
VALIDEZ PRESP. 15 DIAS 
PLAZO DE ENTREGA BRUSELAS;;0;0;0;;;0;0;0;0;0
16/06/2011;24;000246;1091;0;50;131,54;23,68;0;;;HD 465-5 Nº0416;;VALIDEZ PRESP. 15 DIAS
PLAZO DE ENTREGA  MADRID;;0;0;0;;;0;0;0;0;0
16/06/2011;21;000184;1052;0;49;229,5;41,31;0;;;WA470-6K PRO;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. SOLO VACIO DE A/A Y CARGA DEL MISMO. ;;0;0;0;;;0;0;0;0;0
17/06/2011;21;000185;1264;0;0;7639,09;1375,04;0;04/07/2011;000542;PERFORADORA SOILMEC;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. MUY IMPORTANTE, LIMPIAR DEPOSITO DE GASOIL Y RADIADORES ANTES DE MONTAR MOTOR DE INTERCAMBIO. SE ABONARA LA MITAD DEL PRECIO A LA ACEPTACION DEL PRESUPUESTO Y LA OTRA MITAD AL TERMINO DEL TRABAJO.;;0;0;0;20;000504;0;0;0;0;0
17/06/2011;24;000247;1091;0;50;11,57;2,08;0;;;HD 465-5 Nº0416;;VALIDEZ PRESP. 15 DIAS 
PLAZO DE ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
17/06/2011;24;000248;1091;0;50;1443,6;259,85;0;;;HD 465-5 Nº0416;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA BRUSELAS;;0;0;0;;;0;0;0;0;0
20/06/2011;24;000249;1171;0;48;153,5;27,63;0;;;PC240NLC-7;;VALIDEZ PRESP. 15 DIAS
PLAZO DE ENTREGA 1 DIA;;0;0;0;;;0;0;0;0;0
20/06/2011;24;000250;1218;0;3;1197,09;215,48;0;;;;;VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 8/9 DIAS
MATERIAL ORIGINAL;;0;0;0;;;0;0;0;0;0
20/06/2011;21;000186;344;0;45;635,18;114,33;0;;;WA380-3 AR;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. SOLO MATERIAL, NO MANO DE OBRA;;0;0;0;;;0;0;0;0;0
20/06/2011;21;000187;344;0;45;810,86;145,95;0;22/06/2011;000508;WA380-3 AR;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ES NECESARIO QUE LE AYUDE  UN OPERARIO DEL CLIENTE (ARIPRESA).;;0;0;0;20;000490;0;0;0;0;0
20/06/2011;21;000188;845;0;11;359,78;64,76;0;;;CAT 962 G II ALG;;ESTE PRESUPUESTO ES APROXIMADO, MANDAR FIRMADO Y SELLADO ACEPTACION DEL MISMO, VALIDEZ DEL PRESUPUESTO 15 DIAS;;0;0;0;;;0;0;0;0;0
20/06/2011;24;000251;1091;0;50;553,85;99,69;0;;;HD 465-5 Nº0423;;VALIDEZ PRESUP. 15 DIAS 
PLAZO DE ENTREGA BRUSELAS;;0;0;0;;;0;0;0;0;0
22/06/2011;21;000189;1131;0;52;266,86;48,03;0;;;WA470-6 Nº2;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. SOLO MATERIALES, NO SE PRESUPUESTA MANO DE OBRA. OR. 492;;0;0;0;;;0;0;0;0;0
22/06/2011;21;000190;1225;0;3;52,89;9,52;0;;;;;presupuesto construccion de 2 latiguillo de 4.20 y 4 metros;;0;0;0;;;0;0;0;0;0
22/06/2011;24;000252;1091;0;50;7076,55;1273,78;0;;;D155 Nº0502;;VALIDEZ PRESP. 15 DIAS
PLAZO DE ENTREGA MADRID / BRUSELAS;;0;0;0;;;0;0;0;0;0
22/06/2011;24;000253;0;0;0;172,7;31,09;0;;;;;;;0;0;0;;;0;0;0;0;0
22/06/2011;24;000254;1091;0;50;4911,93;884,15;0;;;D155 Nº0502;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA MADRID/BRUSELAS;;0;0;0;;;0;0;0;0;0
22/06/2011;24;000255;1110;0;45;3660;658,8;0;;;SAMSUNG;;VALIDEZ PRESP. 15 DIAS 
PLAZO DE ENTREGA 8/9 SEMANAS;;0;0;0;;;0;0;0;0;0
23/06/2011;21;000191;253;0;3;1125,48;202,59;0;;;;;Ns. Refer. 46538 SSG - PLAZO DE ENTREGA 8/9 DIAS - VALIDEZ PRESUPUESTO 15 DIAS;;0;0;0;;;0;0;0;0;0
23/06/2011;21;000192;253;0;3;236,78;42,62;0;;;;;S. Refer. 46540 SSG - PLAZO DE ENTREGA 8/9 DIAS - VALIDEZ PRESUPUESTO 15 DIAS;;0;0;0;;;0;0;0;0;0
24/06/2011;24;000256;951;0;3;11650;2097;0;;;;;PLAZO DE ENTREGA PARA MARTILLO 3TN.-7TN. 3 DIAS, PARA EL SEGUNDO 2.2TN.-5.3TN. ES DE 7/9 DIAS. FORMA DE PAGO MEDIANTE TRANSFERENCIA PARA EL PRIMERO (5.900_+IVA) Y MEDIANTE CONFIRMING SIN RECURSO 120 F.F. MONTAJE NO INCLUIDO.;;0;0;0;;;0;0;0;0;0
24/06/2011;24;000257;1091;0;50;904,48;162,81;0;;;HD 465-7 Nº 0438;;VEHICULO 10241. VALIDEZ OFERTA 15 DIAS.
MATERIAL EN MADRID MENOS LA JUNTA QUE ESTA EN BRUSELAS.;;0;0;0;;;0;0;0;0;0
27/06/2011;21;000193;0;0;0;5840,8;1051,34;0;;;L90D PROTEINAS;;;;0;0;0;;;0;0;0;0;0
27/06/2011;24;000258;1171;0;48;1268,83;228,39;0;;;PC240NLC-7;;PLAZO DE ENTREGA 1 DIA;;0;0;0;;;0;0;0;0;0
27/06/2011;24;000259;1159;0;48;1176,06;211,69;0;;;;;VALIDEZ PRESUP. 15 DIAS 
PLAZO ENTREGA  2 DIAS;;0;0;0;;;0;0;0;0;0
27/06/2011;24;000260;1159;0;48;766,25;137,93;0;;;;;VALIDEZ PRESP. 15 DIAS
PLAZO DE ENTREGA 1 DIA;;0;0;0;;;0;0;0;0;0
27/06/2011;24;000261;1091;0;50;75,74;13,63;0;;;;;WA500-3 (H20277)
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
27/06/2011;24;000262;1091;0;50;153,04;27,55;0;;;HD 465-5 Nº 0422;;VALIDEZ PREAP. 15 DIAS 
PLAZO ENTREGA MADRID/BRUSELAS;;0;0;0;;;0;0;0;0;0
27/06/2011;21;000194;0;0;0;5882,73;1058,89;0;;;L90D PROTEINAS;;FEDERAL;;0;0;0;;;0;0;0;0;0
27/06/2011;24;000263;951;0;3;5900;1062;0;;;;;TRANSFERENCIA Nº DE CUENTA 3187 0806 96 2352751826;;0;0;0;;;0;0;0;0;0
29/06/2011;24;000264;1091;0;50;122,53;22,06;0;;;HD 465-7 Nº 0439;;VALIDEZ PRESP. 15 DAIS 
PLAZO ENTREGA BRUSELAS;;0;0;0;;;0;0;0;0;0
29/06/2011;21;000195;1114;0;48;5529,56;995,32;0;;;CAT 938G II (3);;PLAZO DE ENTREGA 7 DIAS. MATERIAL ORIGINAL, LA DEVOLUCION DEL OR SE REALIZARIA UNA VEZ QUE FABRICA LA COMPRUEBE ( EL OR LA DEVOLUCION 1111,16 EUROS TOTAL );;0;0;0;;;0;0;0;0;0
29/06/2011;24;000265;1091;0;50;208,73;37,57;0;;;HD 465-7 Nº 0439;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
29/06/2011;24;000266;1091;0;50;1,63;0,29;0;;;HD 465-7 Nº 0438;;VALIDEZ PRESP. 15 DIAS 
PLAZO DE ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
30/06/2011;24;000267;1097;0;50;192,59;34,67;0;;;HD 465-7 Nº 0438;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
30/06/2011;24;000268;1159;0;48;970,24;174,64;0;;;;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 2 DIAS;;0;0;0;;;0;0;0;0;0
30/06/2011;21;000196;4;0;13;689,2;124,06;0;;;;;PRESUPUESTO MATERIAL SISTEMA DE FRENO SOLICITADO PARA EJE TRASERO. PLAZO DE ENTREGA MATERIAL DE 5/6 DÍAS - DEVOLVER FIRMADO Y SELLADO PARA SU ACEPTACIÓN.;;0;0;0;;;0;0;0;0;0
30/06/2011;24;000269;1091;0;50;977,36;175,92;0;;;WA500-3 H;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA BRUSELAS;;0;0;0;;;0;0;0;0;0
30/06/2011;24;000270;1091;0;50;830,5;149,49;0;;;WA500-3 H;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA BRUSELAS;;0;0;0;;;0;0;0;0;0
01/07/2011;21;000197;1181;0;3;272,94;49,13;0;;;DP405;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. SOLO HACER VACIO Y CARGA DE A/A;;0;0;0;;;0;0;0;0;0
01/07/2011;21;000198;344;0;45;1441,2;259,42;0;;;WA 480;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;;;0;0;0;0;0
01/07/2011;24;000271;1152;0;52;2167,16;390,09;0;;;WB 93 R-5;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 2/3 DIAS;;0;0;0;;;0;0;0;0;0
01/07/2011;24;000272;1091;0;50;2634,98;474,3;0;;;WA500-3 Nº 329;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA MADRID /BRUSELAS;;0;0;0;;;0;0;0;0;0
01/07/2011;21;000199;1295;0;0;4780,12;860,42;0;;;CAT 215;;;;0;0;0;;;0;0;0;0;0
04/07/2011;21;000200;344;0;45;755,19;135,93;0;;;CAT 950GII AR;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS.;;0;0;0;;;0;0;0;0;0
04/07/2011;21;000201;344;0;45;54,55;9,82;0;;;D155A-2;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS.;;0;0;0;;;0;0;0;0;0
04/07/2011;21;000202;837;0;45;931,44;167,66;0;;;375 CAT;;;;0;0;0;;;0;0;0;0;0
04/07/2011;21;000203;1181;0;3;333,53;60,04;0;;;DAEWOO DL 420 LC-V;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. SOLO HACER VACIO Y CARGA DE A/A;;0;0;0;;;0;0;0;0;0
04/07/2011;24;000273;1091;0;50;72,18;12,99;0;;;PC 1100 Nº 0215;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA DEL TUBO 7/8 DIAS , DEL RESTO MADRID;;0;0;0;;;0;0;0;0;0
04/07/2011;24;000274;1097;0;50;339,94;61,19;0;;;HD465-7 Nº0438;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
04/07/2011;21;000204;33;0;45;893,8;160,88;0;;;980 C   IY;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS;;0;0;0;;;0;0;0;0;0
05/07/2011;21;000205;274;0;11;4850;873;0;;;;;Plazo de entrega 7/8 días.;;0;0;0;;;0;0;0;0;0
05/07/2011;21;000206;4;0;13;266,63;47,99;0;;;950 E;;PRESUPUESTO BOMBA DE FRENO NUEVA, RETEN DE ESPEJO Y TORICAS. PLAZO 2-3 DÍAS . VÁLIDEZ 15 DÍAS.;;0;0;0;;;0;0;0;0;0
05/07/2011;21;000207;4;0;13;42,44;7,64;0;;;950 E;;PRESUPUESTO MATERIAL KIT REPARACION - LA BOMBA NO TIENE DESPIECE - PLAZO 2/3 DÍAS;;0;0;0;;;0;0;0;0;0
05/07/2011;24;000275;1091;0;50;388,36;69,9;0;;;HD 465-7 Nº 0443;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA BRUSELAS;;0;0;0;;;0;0;0;0;0
05/07/2011;21;000208;253;0;3;23,56;4,24;0;;;;;S. Refer. 46669 SSG
PRESUPUESTO MATERIAL ORIGINAL  BOBCAT - VALIDEZ 15 DÍAS - PLAZO 3/4 DIAS;;0;0;0;;;0;0;0;0;0
05/07/2011;21;000209;253;0;3;14,9;2,68;0;;;;;S. Refer. 46669 SSG
PRESUPUESTO MATERIAL ALTERNATIVO  BOBCAT - VALIDEZ 15 DÍAS - PLAZO 3/4 DIAS;;0;0;0;;;0;0;0;0;0
01/07/2011;21;000210;0;0;0;10513,22;1892,38;0;;;L90D PROTEINAS;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ 15 DIAS. MOTOR DE ARRANQUE, ALTERNADOR, BOMBA INYECTORA E INYECTORES NO ESTAN INCLUIDO EN EL PRESUPUESTO. RECTIFICADO DE CIGUEÑAL ES POR SI FUESE NECESARIO. LA REPARACION SE HARIA EN TALLER.;;400;0;0;;;0;0;0;0;0
06/07/2011;21;000211;0;0;0;196,39;35,35;0;;;;;PRESUPUESTO FILTROS 322;;0;0;0;;;0;0;0;0;0
07/07/2011;21;000212;1131;0;52;1109,19;199,65;0;;;WA470-6;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. SOLO MATERIALES, NO SE PRESUPUESTA MANO DE OBRA.;;0;0;0;;;0;0;0;0;0
07/07/2011;21;000213;1131;0;52;870,96;156,77;0;;;WA470-6 Nº2;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. SOLO MATERIALES, NO SE PRESUPUESTA MANO DE OBRA.;;0;0;0;;;0;0;0;0;0
07/07/2011;21;000214;1114;0;48;1620;291,6;0;;;PC340NLC-7KEO;;PLAZO DE ENTREGA 2 A 3 SEMANAS, SE INTENTARA ACORTAR LO MAXIMO EL PLAZO DE ENTREGA, ;;0;0;0;;;0;0;0;0;0
07/07/2011;21;000215;1114;0;48;4324,46;778,4;0;;;PC340NLC-7KEO;;MATERIAL ORIGINAL, PLAZO DE ENTREGA 3 DIAS EL MATERIAL SE ENCUENTRA EN BRUCELAS;;0;0;0;;;0;0;0;0;0
08/07/2011;21;000216;1290;0;49;530,43;95,48;0;;;PC 450-6;;;;0;0;0;;;0;0;0;0;0
08/07/2011;21;000217;1;0;11;2114,94;380,69;0;07/07/2011;000565;KOMATSU;;VALIDEZ PRESUPUESTO 15 DIAS, MANDAR FIRMADO Y SELLADO ACEPTACION DEL MISMO;;100;0;0;20;000561;0;0;0;0;0
28/07/2011;24;000276;1296;0;49;4103,72;738,67;0;;;;;VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO ENTREGA 5/7 DIAS
CUMMINS 46750757
EL MCORE SERA DEVUELTO SIEMPRE YCUANDO LA CULATA  VIEJA SEA ACEPTADA POR CUMMINS
ESTE MATERIAL NO ADMITE DEVOLUCION;;0;0;0;;;0;0;0;0;0
11/07/2011;24;000277;1097;0;50;1902,71;342,49;0;;;HD 465-5 Nº 0422;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA MADRID / BRUSELAS);;0;0;0;;;0;0;0;0;0
11/07/2011;24;000278;1091;0;50;325,96;58,67;0;;;HD 465-7 Nº 0443;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA MADRID, SALVO VENTA;;0;0;0;;;0;0;0;0;0
13/07/2011;24;000279;1097;0;50;56,59;10,19;0;;;HD465-7 Nº0438;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
14/07/2011;21;000218;5;0;98;929,15;167,25;0;;;HM400-2 MOD. 2HG04;;DESGLOSE Y VALORACION DEL TRABAJO EN ARIPRESA GILENA AL CAMION ART. HM400-2 FALLO AIRE ACONDICIONADO. ;6728;0;0;0;;;3;18,9;240;0,31;0
14/07/2011;24;000280;1296;0;49;2514,48;452,61;0;;;;;CUMMINS 46750757
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 4/5 DIAS;;0;0;0;;;0;0;0;0;0
14/07/2011;24;000281;1296;0;49;1695,04;305,11;0;;;;;CUMMINS 30690876
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 2/3 DIAS;;0;0;0;;;0;0;0;0;0
14/07/2011;24;000282;1091;0;50;182,98;32,94;0;;;PC 1100 Nº 0207;;VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO ENTREGA BRUSELAS;;0;0;0;;;0;0;0;0;0
15/07/2011;24;000283;1091;0;50;7863,06;1415,35;0;;;HD 465-7 Nº 0443;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 9/10 DIAS;;0;0;0;;;0;0;0;0;0
15/07/2011;21;000219;1017;0;48;12568,98;2262,42;0;;;WA 500 Nº 1;;PLAZO DE ENTREGA 2/3 DIAS. FORMA DE PAGO F.F. EN 3 PARTES A 30-60-90 DIAS. ESTE MATERIAL NO TIENE DEVOLUCION. ENVIAR A SU ACEPTACION FIRMADO Y SELLADO ;;0;0;0;;;0;0;0;0;0
18/07/2011;24;000284;1097;0;50;691,77;124,52;0;;;HD465-7 Nº0438;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
18/07/2011;21;000220;7;0;1;10893,46;1960,82;0;;;CANTA-2 ALCALA;;GARANTIA 1 MES. PLAZO DE ENTREGA 15/20 DIAS.;;0;0;0;;;0;0;0;0;0
